"","sim_number","oxcal_target","a_pass","Targets","Span","Samples","Errors","OffsetVaria","model_run","accuracy_68","accuracy_95","precision_68","precision_95","off_target_68","off_target_95","Offset"
"2792",2792,"T560","Pass",560,62,5,28,15.6645643499782,1,1,1,10.5,20.5,0,0,0
"2793",2793,"T304","Pass",304,76,3,29,1.92977428154042,1,1,1,24,88,0,0,0
"2794",2794,"T206","FALSE",206,82,16,14,25.5560138018609,0,0,0,0,0,0,0,0
"2795",2795,"T1131","Fail",1131,73,23,24,17.953139215759,1,1,1,8.5,14.5,0,0,0
"2796",2796,"T796","Pass",796,91,6,10,13.0425630156295,1,0,1,11,37,13.5,0,0
"2797",2797,"T844","Pass",844,83,13,28,16.0991023389327,1,1,1,10,20,0,0,0
"2798",2798,"T870","Pass",870,54,19,22,13.1474390823389,1,1,1,10.5,29.5,0,0,0
"2799",2799,"T340","Pass",340,79,4,28,6.39982789941272,1,1,1,22,54.5,0,0,0
"2800",2800,"T986","Pass",986,64,4,32,5.9641989083977,1,1,1,34.5,55,0,0,0
"2801",2801,"T620","Pass",620,98,12,26,19.1543931148627,1,1,1,8.5,14,0,0,0
"2802",2802,"T730","Pass",730,33,17,32,3.3279316686173,1,1,1,15.5,42.5,0,0,0
"2803",2803,"T1044","Pass",1044,95,23,19,3.32104034605017,1,1,1,7,13.5,0,0,0
"2804",2804,"T1016","Pass",1016,49,11,20,0.436231564686168,1,1,1,12,35,0,0,0
"2805",2805,"T654","Pass",654,97,5,24,9.96260978736845,1,1,1,9.5,21,0,0,0
"2806",2806,"T411","Pass",411,80,23,29,7.31895402102242,1,1,1,12.5,26,0,0,0
"2807",2807,"T268","FALSE",268,100,6,10,14.1068567497523,0,0,0,0,0,0,0,0
"2808",2808,"T1012","Fail",1012,52,20,12,17.4660303951218,1,1,1,6.5,12.5,0,0,0
"2809",2809,"T1173","Pass",1173,80,5,12,2.67882409624732,1,1,1,5,11,0,0,0
"2810",2810,"T750","Pass",750,31,4,28,20.9562174761046,1,0,1,55,101,0.5,0,0
"2811",2811,"T485","Pass",485,32,23,12,14.7420691402149,1,0,1,5.5,11.5,0.5,0,0
"2812",2812,"T1035","Pass",1035,34,12,25,5.29753859176929,1,1,1,20,46,0,0,0
"2813",2813,"T913","Pass",913,79,9,31,9.32173389742337,1,1,1,10.5,21,0,0,0
"2814",2814,"T560","Pass",560,84,13,31,25.6398100836403,1,1,1,10.5,18,0,0,0
"2815",2815,"T1119","Fail",1119,35,21,16,26.2692445869136,1,0,1,8.5,17.5,3,0,0
"2816",2816,"T424","Fail",424,46,17,19,26.0559270676454,1,1,1,11.5,25,0,0,0
"2817",2817,"T1003","Fail",1003,38,20,29,16.4519597189324,1,1,1,12.5,27.5,0,0,0
"2818",2818,"T424","Pass",424,76,2,24,8.53762857558113,1,1,1,18,45,0,0,0
"2819",2819,"T621","Pass",621,42,9,21,13.4114634442693,1,0,1,6.5,15.5,2,0,0
"2820",2820,"T578","Pass",578,52,21,11,13.8114888111323,1,1,1,6.5,11.5,0,0,0
"2821",2821,"T776","Pass",776,96,20,16,2.50882526326226,1,1,1,6,12.5,0,0,0
"2822",2822,"T1126","Fail",1126,94,25,16,15.3393421206572,1,1,1,4,8,0,0,0
"2823",2823,"T941","Fail",941,58,5,17,24.1208298606188,1,1,1,10,15,0,0,0
"2824",2824,"T1093","Pass",1093,28,14,24,17.390125810083,1,1,1,26.5,48.5,0,0,0
"2825",2825,"T402","Fail",402,60,4,16,19.4217504964173,1,0,1,13.5,38.5,15.5,0,0
"2826",2826,"T995","Pass",995,69,13,10,1.07731917060539,1,1,1,12,20,0,0,0
"2827",2827,"T1141","Pass",1141,38,22,21,10.8371190147689,1,1,1,10,17,0,0,0
"2828",2828,"T1108","Pass",1108,68,11,27,7.53912836762215,1,0,1,14.5,43.5,44.5,0,0
"2829",2829,"T675","Pass",675,79,4,8,13.7898964594535,1,1,1,6,12.5,0,0,0
"2830",2830,"T792","Pass",792,83,7,14,1.82127917041164,1,1,1,10,21.5,0,0,0
"2831",2831,"T329","Pass",329,66,2,9,5.78077599933767,1,0,1,19,44,0.5,0,0
"2832",2832,"T306","Pass",306,72,6,18,11.8301090360894,1,1,1,10,21,0,0,0
"2833",2833,"T493","Fail",493,64,2,10,22.553943566215,1,1,1,7.5,14,0,0,0
"2834",2834,"T802","Pass",802,30,23,30,4.5097268676036,1,1,1,37.5,75,0,0,0
"2835",2835,"T1200","Fail",1200,80,18,12,19.1801648626497,1,1,1,9,15.5,0,0,0
"2836",2836,"T925","Pass",925,44,12,10,16.7974106614974,1,0,1,5.5,12.5,2,0,0
"2837",2837,"T828","Pass",828,43,11,29,0.662456774187274,1,1,1,33,66.5,0,0,0
"2838",2838,"T1167","Fail",1167,45,12,21,25.5040980341479,1,1,1,5,11,0,0,0
"2839",2839,"T923","Pass",923,100,15,19,26.2657315701502,1,0,1,7,15,1,0,0
"2840",2840,"T213","FALSE",213,36,12,29,15.6276359570005,0,0,0,0,0,0,0,0
"2841",2841,"T516","Pass",516,42,3,12,6.20158677245444,1,1,1,7.5,16,0,0,0
"2842",2842,"T659","Pass",659,87,16,16,10.8995838278143,1,1,1,5.5,11.5,0,0,0
"2843",2843,"T892","Fail",892,88,9,13,18.4738988513858,1,0,1,6,12.5,2,0,0
"2844",2844,"T501","Pass",501,43,15,19,1.3662963470167,1,1,1,6.5,12,0,0,0
"2845",2845,"T257","FALSE",257,33,18,11,5.61134044251684,0,0,0,0,0,0,0,0
"2846",2846,"T621","Pass",621,26,10,18,2.11515521322633,1,1,1,14,33.5,0,0,0
"2847",2847,"T1102","Fail",1102,75,6,11,18.5211340765031,1,0,1,12,43.5,10,0,0
"2848",2848,"T719","Pass",719,43,11,21,0.346241787049221,1,1,1,8,16,0,0,0
"2849",2849,"T210","FALSE",210,48,19,10,18.8462989577262,0,0,0,0,0,0,0,0
"2850",2850,"T972","Pass",972,99,6,22,8.70082211123081,1,1,1,11,27,0,0,0
"2851",2851,"T1111","Pass",1111,49,6,28,10.7154106304119,1,0,0,36.5,69.5,5.5,0.5,0
"2852",2852,"T467","Pass",467,59,23,21,19.2658230789134,1,1,1,5,12,0,0,0
"2853",2853,"T390","Fail",390,26,13,10,20.3292280378293,1,1,1,10.5,21.5,0,0,0
"2854",2854,"T623","Pass",623,77,13,14,8.54415908328933,1,1,1,4,9,0,0,0
"2855",2855,"T690","Fail",690,76,14,16,16.6507076809146,1,0,1,7.5,13.5,0.5,0,0
"2856",2856,"T676","Pass",676,69,16,23,26.0754321583328,1,0,1,7,13.5,3.5,0,0
"2857",2857,"T867","Pass",867,34,17,20,11.9453608513724,1,1,1,10,16.5,0,0,0
"2858",2858,"T877","Pass",877,39,5,19,22.7113069257964,1,0,1,38.5,66.5,1,0,0
"2859",2859,"T687","Pass",687,66,18,31,3.93360626571369,1,0,1,9.5,16,1.5,0,0
"2860",2860,"T1102","Pass",1102,46,13,28,4.01465091850492,1,1,1,30.5,59.5,0,0,0
"2861",2861,"T477","Pass",477,98,14,14,19.0440068059869,1,1,1,5,10,0,0,0
"2862",2862,"T1175","Pass",1175,90,16,19,14.8452328402281,1,1,1,7,14,0,0,0
"2863",2863,"T392","Pass",392,90,25,21,13.9879685221214,1,1,1,16,27.5,0,0,0
"2864",2864,"T523","Pass",523,66,18,20,13.4438115473939,1,0,1,6,12.5,0.5,0,0
"2865",2865,"T202","FALSE",202,94,19,8,3.53670020966209,0,0,0,0,0,0,0,0
"2866",2866,"T856","Pass",856,56,11,22,9.87506986247818,1,1,1,10,30.5,0,0,0
"2867",2867,"T1021","Pass",1021,58,15,13,10.5530109787646,1,1,1,7,13,0,0,0
"2868",2868,"T746","Pass",746,40,17,15,2.25297842543479,1,1,1,8.5,19,0,0,0
"2869",2869,"T398","FALSE",398,56,13,26,10.8539353526882,0,0,0,0,0,0,0,0
"2870",2870,"T993","Pass",993,63,8,29,24.0333765902778,1,1,1,16,41,0,0,0
"2871",2871,"T960","Pass",960,72,3,28,12.6151361846458,1,1,1,39.5,81,0,0,0
"2872",2872,"T693","Fail",693,73,25,21,6.29128106702468,1,1,1,7.5,14,0,0,0
"2873",2873,"T343","Pass",343,53,6,18,7.05192112666671,1,1,1,16.5,34.5,0,0,0
"2874",2874,"T998","Pass",998,83,2,12,8.2344657749054,1,1,1,39.5,72.5,0,0,0
"2875",2875,"T376","Pass",376,94,18,10,0.745026966589969,1,1,1,10.5,19,0,0,0
"2876",2876,"T1104","Pass",1104,75,18,20,18.5220477591087,1,1,1,12.5,25,0,0,0
"2877",2877,"T263","FALSE",263,95,17,24,15.7320585264275,0,0,0,0,0,0,0,0
"2878",2878,"T1123","Pass",1123,65,7,23,13.9295466605166,1,1,1,12.5,24.5,0,0,0
"2879",2879,"T637","Fail",637,87,23,31,24.8773839222705,1,0,1,5.5,12,1.5,0,0
"2880",2880,"T209","FALSE",209,83,23,31,17.5910121126587,0,0,0,0,0,0,0,0
"2881",2881,"T1086","Pass",1086,29,5,17,19.028070870884,1,1,1,30,70.5,0,0,0
"2882",2882,"T1152","Pass",1152,70,18,13,1.5907010521011,1,1,1,6.5,12,0,0,0
"2883",2883,"T986","Pass",986,34,23,30,5.90178404588485,1,1,1,14.5,32.5,0,0,0
"2884",2884,"T1048","Pass",1048,47,15,23,17.6610096585196,1,1,1,6.5,12.5,0,0,0
"2885",2885,"T254","FALSE",254,79,12,29,2.53396199886198,0,0,0,0,0,0,0,0
"2886",2886,"T1066","Pass",1066,40,25,14,9.04557112418301,1,1,1,10.5,23,0,0,0
"2887",2887,"T1016","Pass",1016,49,4,17,4.56000500315614,1,1,1,36.5,66,0,0,0
"2888",2888,"T673","Pass",673,56,20,17,6.2385850258423,1,1,1,5,11,0,0,0
"2889",2889,"T580","Pass",580,62,9,28,25.1910563433894,1,0,1,18.5,45,10.5,0,0
"2890",2890,"T520","Fail",520,25,21,19,22.3375028368349,1,1,1,8.5,14.5,0,0,0
"2891",2891,"T1092","Pass",1092,36,25,20,0.300936314629391,1,1,1,12.5,22,0,0,0
"2892",2892,"T733","Pass",733,99,5,14,15.6722916961398,1,1,1,22,40,0,0,0
"2893",2893,"T774","Pass",774,100,21,20,9.23892714334559,1,0,1,5.5,13.5,1.5,0,0
"2894",2894,"T357","Pass",357,84,23,21,0.172851013048319,1,1,1,12.5,22.5,0,0,0
"2895",2895,"T220","FALSE",220,75,23,26,12.8633385426165,0,0,0,0,0,0,0,0
"2896",2896,"T523","Pass",523,89,19,27,14.7081281851875,1,1,1,6.5,13,0,0,0
"2897",2897,"T691","Pass",691,45,24,15,5.4394295024029,1,0,1,4,9,0.5,0,0
"2898",2898,"T471","Pass",471,25,14,13,18.4214071532914,1,0,1,9,19.5,0.5,0,0
"2899",2899,"T422","FALSE",422,32,19,32,4.58748460753076,0,0,0,0,0,0,0,0
"2900",2900,"T564","Pass",564,86,8,13,13.0968600158046,1,1,1,9,17.5,0,0,0
"2901",2901,"T475","Pass",475,72,3,8,23.9318859986556,1,0,1,6.5,14,1.5,0,0
"2902",2902,"T884","Pass",884,96,22,27,17.5083943944466,1,1,1,6.5,12.5,0,0,0
"2903",2903,"T1188","Pass",1188,65,3,11,8.508083205726,1,1,1,23,31,0,0,0
"2904",2904,"T476","Pass",476,54,14,17,5.32253601375408,1,1,1,5,12,0,0,0
"2905",2905,"T333","Fail",333,53,11,14,11.9588000063878,1,1,1,7.5,16.5,0,0,0
"2906",2906,"T833","Pass",833,63,10,24,23.1881094017066,1,1,1,12,27.5,0,0,0
"2907",2907,"T901","Pass",901,43,13,15,21.6466714969606,1,0,1,4,9,0.5,0,0
"2908",2908,"T1093","Pass",1093,81,18,9,4.43766429046588,1,1,1,8.5,17.5,0,0,0
"2909",2909,"T798","Pass",798,79,24,11,7.51184975614538,1,1,1,8.5,17,0,0,0
"2910",2910,"T345","Pass",345,81,14,10,10.5226420420993,1,1,1,10,21,0,0,0
"2911",2911,"T653","Pass",653,61,14,17,1.4347462777961,1,1,1,6,12,0,0,0
"2912",2912,"T436","Pass",436,58,17,29,5.00196872244496,1,1,1,14,25,0,0,0
"2913",2913,"T598","Fail",598,77,5,19,26.0093644101615,1,0,1,9.5,21,2.5,0,0
"2914",2914,"T369","Pass",369,89,7,9,13.0771219357443,1,1,1,13,21.5,0,0,0
"2915",2915,"T450","Pass",450,97,17,29,25.9399638151198,1,0,1,9.5,16.5,1,0,0
"2916",2916,"T789","Pass",789,53,22,16,10.2418421244903,1,0,1,12,24.5,3.5,0,0
"2917",2917,"T446","Fail",446,100,25,27,24.9406610422791,1,1,1,7.5,20,0,0,0
"2918",2918,"T419","FALSE",419,43,8,24,16.0382404036813,0,0,0,0,0,0,0,0
"2919",2919,"T612","Pass",612,79,3,28,24.7174020713668,1,0,0,11.5,32.5,14,2.5,0
"2920",2920,"T512","Pass",512,92,24,29,25.9020940557371,1,1,1,6.5,13,0,0,0
"2921",2921,"T423","Pass",423,74,13,31,25.7463390465439,1,0,1,15,25,3.5,0,0
"2922",2922,"T376","Fail",376,72,25,15,24.9195196459338,1,1,1,17,29.5,0,0,0
"2923",2923,"T1135","Fail",1135,77,12,9,11.679076511651,1,1,1,12.5,19.5,0,0,0
"2924",2924,"T605","Pass",605,71,4,19,14.1886256359082,1,1,1,8,17,0,0,0
"2925",2925,"T692","Fail",692,59,18,12,22.4613364201556,1,1,1,6,12.5,0,0,0
"2926",2926,"T719","Pass",719,36,24,8,10.7486396792936,1,1,1,6.5,11.5,0,0,0
"2927",2927,"T1157","Pass",1157,36,10,11,8.80636088626645,1,1,1,5.5,11,0,0,0
"2928",2928,"T673","Pass",673,99,5,13,17.7157269502254,1,1,1,8,15,0,0,0
"2929",2929,"T276","FALSE",276,62,2,18,9.63363838064461,0,0,0,0,0,0,0,0
"2930",2930,"T387","Pass",387,29,2,9,9.10794534019031,1,1,1,21.5,38,0,0,0
"2931",2931,"T1027","Pass",1027,78,4,20,16.1303077989446,1,1,1,33.5,73,0,0,0
"2932",2932,"T905","Pass",905,51,21,29,15.8863957882221,1,1,1,10,20,0,0,0
"2933",2933,"T266","FALSE",266,90,9,29,21.414789272415,0,0,0,0,0,0,0,0
"2934",2934,"T243","FALSE",243,67,13,29,14.7712293616019,0,0,0,0,0,0,0,0
"2935",2935,"T904","Pass",904,67,17,24,14.3013302578377,1,1,1,6.5,12,0,0,0
"2936",2936,"T993","Fail",993,45,5,23,18.4255824464965,1,1,1,15,27,0,0,0
"2937",2937,"T1166","Fail",1166,64,20,17,25.4053616504816,1,1,1,5,10.5,0,0,0
"2938",2938,"T805","Pass",805,37,7,29,2.59958576355036,1,1,1,38.5,52.5,0,0,0
"2939",2939,"T202","FALSE",202,45,24,20,1.81548203968094,0,0,0,0,0,0,0,0
"2940",2940,"T1136","Pass",1136,87,5,30,21.1731137387943,1,0,1,14,25,0.5,0,0
"2941",2941,"T908","Pass",908,27,17,31,16.2731429757795,1,1,1,11.5,19.5,0,0,0
"2942",2942,"T910","Pass",910,87,8,18,15.0661321975847,1,1,1,6.5,12.5,0,0,0
"2943",2943,"T834","Pass",834,58,25,9,3.12887618632917,1,1,1,9,17.5,0,0,0
"2944",2944,"T1017","Pass",1017,35,19,32,10.6104517035675,1,1,1,25.5,56.5,0,0,0
"2945",2945,"T813","Pass",813,76,2,25,20.2895142178128,1,1,1,39,90.5,0,0,0
"2946",2946,"T807","Pass",807,39,3,29,21.7971857414346,1,0,1,35,97,13.5,0,0
"2947",2947,"T490","Pass",490,82,10,12,13.0815328589878,1,1,1,5,11.5,0,0,0
"2948",2948,"T479","Fail",479,42,15,8,13.507104135039,1,1,1,6.5,12,0,0,0
"2949",2949,"T686","Pass",686,30,2,15,1.43833830475225,1,1,1,11.5,22,0,0,0
"2950",2950,"T338","Pass",338,55,19,16,5.03894867626764,1,1,1,10,21,0,0,0
"2951",2951,"T323","Pass",323,76,8,17,17.0290701138244,1,0,1,13.5,30,1.5,0,0
"2952",2952,"T789","Pass",789,92,13,11,8.37242717782897,1,1,1,10,20,0,0,0
"2953",2953,"T287","FALSE",287,39,18,24,14.2549376209599,0,0,0,0,0,0,0,0
"2954",2954,"T976","Fail",976,75,14,15,18.7333503827262,1,0,1,8,21,1,0,0
"2955",2955,"T1044","Pass",1044,40,23,10,16.9860794191747,1,0,1,4,8,0.5,0,0
"2956",2956,"T946","Pass",946,75,11,17,10.0508228228327,1,1,1,6.5,14.5,0,0,0
"2957",2957,"T248","FALSE",248,42,5,15,20.2195986004502,0,0,0,0,0,0,0,0
"2958",2958,"T1122","Pass",1122,33,20,19,13.9431833656931,1,1,1,11,35,0,0,0
"2959",2959,"T632","Pass",632,61,2,11,16.2771901535189,1,0,1,20.5,27.5,1.5,0,0
"2960",2960,"T877","Pass",877,31,19,9,3.22697429399495,1,1,1,5,11,0,0,0
"2961",2961,"T562","Fail",562,99,11,23,24.5210023273581,1,0,1,8,16.5,2,0,0
"2962",2962,"T317","Pass",317,90,15,23,8.68850261690048,1,1,1,10.5,20.5,0,0,0
"2963",2963,"T1129","Pass",1129,81,17,18,19.7113064598178,1,1,1,4,8,0,0,0
"2964",2964,"T201","FALSE",201,99,10,8,1.8350690897156,0,0,0,0,0,0,0,0
"2965",2965,"T591","Pass",591,28,11,18,1.38564880353585,1,1,1,10.5,19.5,0,0,0
"2966",2966,"T305","Pass",305,28,18,10,8.73990236895811,1,1,1,5.5,12,0,0,0
"2967",2967,"T282","FALSE",282,90,21,18,7.52229040462663,0,0,0,0,0,0,0,0
"2968",2968,"T698","Pass",698,95,8,20,11.4200871831516,1,1,1,11.5,20.5,0,0,0
"2969",2969,"T634","Pass",634,91,24,8,13.170078902116,1,1,1,4,8,0,0,0
"2970",2970,"T1066","Pass",1066,36,16,11,26.2388376999362,1,1,1,5.5,13,0,0,0
"2971",2971,"T916","Pass",916,32,17,21,16.6733574463758,1,1,1,7,15,0,0,0
"2972",2972,"T923","Pass",923,71,14,16,23.4349468070795,1,1,1,7.5,14.5,0,0,0
"2973",2973,"T630","Pass",630,40,14,11,9.15164449824905,1,1,1,6.5,13.5,0,0,0
"2974",2974,"T1129","Pass",1129,72,25,32,6.82827720471914,1,0,1,5.5,11.5,0.5,0,0
"2975",2975,"T306","FALSE",306,46,23,32,15.8077276295025,0,0,0,0,0,0,0,0
"2976",2976,"T732","Pass",732,79,13,29,20.165473107798,1,0,1,10,19,2.5,0,0
"2977",2977,"T902","Pass",902,41,3,15,24.0711604725034,1,1,1,9,19.5,0,0,0
"2978",2978,"T852","Pass",852,34,9,22,1.93071379084187,1,1,1,17,58.5,0,0,0
"2979",2979,"T770","Pass",770,83,5,14,1.95079984645057,1,1,1,11,24,0,0,0
"2980",2980,"T574","Pass",574,40,20,19,5.02557092906488,1,1,1,7,14.5,0,0,0
"2981",2981,"T1079","Pass",1079,39,4,28,3.94791579148453,1,1,1,35.5,74,0,0,0
"2982",2982,"T1149","Fail",1149,73,25,14,15.7099653799387,1,1,1,4,8,0,0,0
"2983",2983,"T639","Pass",639,69,4,23,9.07574776733923,1,1,1,11.5,20,0,0,0
"2984",2984,"T996","Pass",996,91,19,19,2.5108491729605,1,1,1,9.5,15,0,0,0
"2985",2985,"T990","Pass",990,81,19,15,2.6071185704032,1,1,1,5.5,12,0,0,0
"2986",2986,"T1030","Pass",1030,94,2,17,19.2734055278099,1,0,1,36.5,85,5,0,0
"2987",2987,"T719","Pass",719,94,19,16,1.27631428777357,1,1,1,5.5,11,0,0,0
"2988",2988,"T974","Pass",974,52,16,12,2.11721777659142,1,1,1,12.5,32.5,0,0,0
"2989",2989,"T495","Pass",495,25,6,27,15.3059899044728,1,1,1,10.5,20.5,0,0,0
"2990",2990,"T351","FALSE",351,87,13,25,17.4061673903156,0,0,0,0,0,0,0,0
"2991",2991,"T759","Pass",759,40,15,28,2.60853610802931,1,0,0,13.5,24.5,9,3.5,0
"2992",2992,"T515","Pass",515,77,12,25,6.69267813005415,1,0,1,6.5,13,0.5,0,0
"2993",2993,"T1104","Pass",1104,88,13,32,2.98599688940309,1,1,1,10.5,17,0,0,0
"2994",2994,"T949","Pass",949,100,12,19,21.5352338021765,1,1,1,8,17.5,0,0,0
"2995",2995,"T448","Pass",448,87,6,31,16.01215773604,1,1,1,14.5,27,0,0,0
"2996",2996,"T1060","Pass",1060,93,22,15,16.848362604809,1,1,1,9.5,15.5,0,0,0
"2997",2997,"T541","Fail",541,43,4,8,20.5700330032615,1,1,1,7.5,16.5,0,0,0
"2998",2998,"T875","Fail",875,41,11,14,19.0863800414712,1,0,1,5,10.5,1,0,0
"2999",2999,"T584","Pass",584,40,23,17,13.0996149332852,1,1,1,7.5,15.5,0,0,0
"3000",3000,"T226","FALSE",226,87,5,27,19.1177361489825,0,0,0,0,0,0,0,0
"3001",3001,"T760","Pass",760,63,23,22,8.40170888833864,1,1,1,6,13,0,0,0
"3002",3002,"T984","Pass",984,66,2,27,4.38773649348714,1,1,1,50,104.5,0,0,0
"3003",3003,"T1147","Pass",1147,91,11,12,16.5698055315141,1,1,1,10,17.5,0,0,0
"3004",3004,"T881","Pass",881,83,10,23,8.5450690640274,1,0,1,6.5,13.5,3,0,0
"3005",3005,"T691","Fail",691,79,22,17,19.141724583782,1,1,1,9,15.5,0,0,0
"3006",3006,"T1011","Pass",1011,54,12,9,12.1611686786297,1,0,1,7,15.5,2.5,0,0
"3007",3007,"T241","FALSE",241,70,11,23,8.87806356784236,0,0,0,0,0,0,0,0
"3008",3008,"T623","Pass",623,75,22,27,16.054494119433,1,1,1,5.5,11,0,0,0
"3009",3009,"T411","Pass",411,27,12,18,8.94576177272084,1,0,1,9,33,2,0,0
"3010",3010,"T1119","Fail",1119,66,19,8,25.2164293198357,1,1,1,10,15.5,0,0,0
"3011",3011,"T1147","Fail",1147,83,12,11,24.467271768444,1,1,1,6.5,12.5,0,0,0
"3012",3012,"T267","FALSE",267,93,20,30,6.57075143422908,0,0,0,0,0,0,0,0
"3013",3013,"T367","Pass",367,86,2,24,3.70413143966394,1,0,1,30.5,74,13.5,0,0
"3014",3014,"T822","Pass",822,31,4,12,18.2831616505438,1,1,1,22.5,59,0,0,0
"3015",3015,"T1079","Pass",1079,94,17,27,16.9078803672791,1,1,1,9,20,0,0,0
"3016",3016,"T1091","Pass",1091,57,21,32,18.5901891700779,1,0,1,15,33,2.5,0,0
"3017",3017,"T1016","Pass",1016,32,22,8,11.3966119505882,1,1,1,11,21,0,0,0
"3018",3018,"T358","Pass",358,56,12,13,13.7258567855814,1,1,1,12,21.5,0,0,0
"3019",3019,"T510","Pass",510,68,20,8,5.62434048817493,1,0,1,4.5,11,1,0,0
"3020",3020,"T903","Pass",903,29,3,29,7.61966479718918,1,1,1,17.5,38,0,0,0
"3021",3021,"T451","Pass",451,61,2,27,12.0450810865434,1,0,1,23,90,3,0,0
"3022",3022,"T217","FALSE",217,44,4,16,4.8968722095238,0,0,0,0,0,0,0,0
"3023",3023,"T1004","Pass",1004,35,21,20,12.2199646818165,1,1,1,8,16.5,0,0,0
"3024",3024,"T795","Pass",795,80,11,24,0.642541380841751,1,1,1,24,45.5,0,0,0
"3025",3025,"T350","Fail",350,73,11,16,21.1102551704387,1,0,1,12,22,4,0,0
"3026",3026,"T598","Pass",598,33,6,9,6.41139717326825,1,1,1,10,17.5,0,0,0
"3027",3027,"T1183","Pass",1183,86,8,18,19.3409422510567,1,1,1,7,15,0,0,0
"3028",3028,"T614","Pass",614,76,15,19,2.11816369629349,1,1,1,5,11,0,0,0
"3029",3029,"T782","Pass",782,80,6,23,15.9483746447766,1,1,1,20,49,0,0,0
"3030",3030,"T417","FALSE",417,87,7,31,8.74565002422919,0,0,0,0,0,0,0,0
"3031",3031,"T626","Pass",626,85,15,13,1.55896641012491,1,1,1,6.5,11.5,0,0,0
"3032",3032,"T223","FALSE",223,76,22,11,3.88340507347789,0,0,0,0,0,0,0,0
"3033",3033,"T630","Pass",630,49,7,21,19.2730137283197,1,1,1,9.5,15,0,0,0
"3034",3034,"T652","Pass",652,28,25,23,5.17627975603612,1,1,1,4,8,0,0,0
"3035",3035,"T388","Pass",388,32,25,18,10.3974157360045,1,1,1,11,23,0,0,0
"3036",3036,"T300","Pass",300,41,3,14,13.6482526854966,1,1,1,10,17.5,0,0,0
"3037",3037,"T761","Pass",761,35,15,32,24.6827185032023,1,1,1,15,30.5,0,0,0
"3038",3038,"T816","Fail",816,81,16,9,20.5774950921049,1,0,1,8,20.5,2.5,0,0
"3039",3039,"T1141","Pass",1141,34,3,27,25.8550115696744,1,1,1,35,85.5,0,0,0
"3040",3040,"T586","Fail",586,80,21,14,22.3207996588363,1,0,1,7,14,2.5,0,0
"3041",3041,"T947","Pass",947,37,8,26,16.5258375808536,1,1,1,6,12,0,0,0
"3042",3042,"T918","Pass",918,38,23,29,26.2941116908216,1,0,1,5,10.5,1,0,0
"3043",3043,"T227","FALSE",227,61,21,11,5.33370678773918,0,0,0,0,0,0,0,0
"3044",3044,"T805","Pass",805,84,19,13,3.24111331174709,1,1,1,10.5,20.5,0,0,0
"3045",3045,"T447","Pass",447,31,11,15,7.12258159062639,1,1,1,14,28.5,0,0,0
"3046",3046,"T991","Pass",991,70,23,8,3.41465135837812,1,1,1,13,24,0,0,0
"3047",3047,"T381","Pass",381,50,11,12,18.6204925281599,1,0,0,16.5,28.5,22.5,16,0
"3048",3048,"T214","FALSE",214,99,21,16,12.065410836092,0,0,0,0,0,0,0,0
"3049",3049,"T338","Pass",338,84,3,12,13.689725102365,1,1,1,9.5,20.5,0,0,0
"3050",3050,"T1194","Pass",1194,58,22,13,17.9901056886141,1,1,1,10.5,22,0,0,0
"3051",3051,"T271","FALSE",271,69,11,17,8.64232944523962,0,0,0,0,0,0,0,0
"3052",3052,"T1173","Pass",1173,34,16,28,8.12532748897141,1,1,1,6,12,0,0,0
"3053",3053,"T909","Fail",909,44,15,16,22.817672377211,1,0,1,6,12.5,1,0,0
"3054",3054,"T895","Pass",895,50,25,14,1.30890570231178,1,1,1,5,10.5,0,0,0
"3055",3055,"T960","Pass",960,81,21,20,1.49547832685523,1,1,1,10,16.5,0,0,0
"3056",3056,"T319","Fail",319,35,24,23,26.1197622133361,1,1,1,10,38,0,0,0
"3057",3057,"T449","Pass",449,89,9,11,2.45188922640006,1,1,1,6.5,13.5,0,0,0
"3058",3058,"T1159","Fail",1159,75,17,8,20.472125985998,1,0,1,4,8,0.5,0,0
"3059",3059,"T884","Pass",884,60,4,15,18.7642315899909,1,1,1,9.5,17,0,0,0
"3060",3060,"T560","Fail",560,96,7,15,22.810649286669,1,1,1,8,15,0,0,0
"3061",3061,"T840","Fail",840,89,10,26,23.4552187272874,1,1,1,8,16.5,0,0,0
"3062",3062,"T1072","Pass",1072,99,6,16,9.65491487047588,1,1,1,11,21.5,0,0,0
"3063",3063,"T471","Pass",471,33,13,29,11.2527249683002,1,1,1,10,19.5,0,0,0
"3064",3064,"T841","Pass",841,90,25,18,3.52681084329425,1,1,1,7,13.5,0,0,0
"3065",3065,"T1020","Pass",1020,50,3,12,13.9478614218677,1,1,1,19,46,0,0,0
"3066",3066,"T299","FALSE",299,58,21,17,14.6033720157978,0,0,0,0,0,0,0,0
"3067",3067,"T779","Pass",779,33,2,17,20.1809985428099,1,0,1,51.5,109.5,6,0,0
"3068",3068,"T272","FALSE",272,38,8,29,10.2112895751952,0,0,0,0,0,0,0,0
"3069",3069,"T927","Fail",927,31,14,27,25.7619632782305,1,1,1,12,25,0,0,0
"3070",3070,"T475","Pass",475,51,11,30,13.3719126421595,1,1,1,8.5,17,0,0,0
"3071",3071,"T554","Pass",554,59,12,17,18.9913982646135,1,1,1,7,13,0,0,0
"3072",3072,"T960","Pass",960,80,9,21,13.9560341212032,1,1,1,11,26.5,0,0,0
