"","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria"
"3142",3142,6432,135,30,1,21,14.1572946332286
"3143",3143,6596,190,20,1,21,8.96211079305224
"3144",3144,7343,146,5,1,22,11.3486182560013
"3145",3145,6021,37,10,1,16,18.2663345772086
"3146",3146,1299,104,24,1,27,24.0870577724488
"3147",3147,6097,197,31,1,25,21.0809225222317
"3148",3148,4550,42,10,1,13,4.61523991465988
"3149",3149,6982,157,11,1,17,10.19105363097
"3150",3150,5797,82,20,1,10,14.0111836244531
"3151",3151,3522,148,35,1,15,23.5212170345935
"3152",3152,8280,156,30,1,9,18.7166207363748
"3153",3153,12176,164,25,1,21,15.1325204164286
"3154",3154,9973,181,30,1,32,19.8220555332028
"3155",3155,6308,91,40,1,27,16.6534395419301
"3156",3156,7467,168,34,1,21,25.0356134263086
"3157",3157,968,78,38,1,12,19.4703710220642
"3158",3158,12066,154,30,1,8,1.63647328682872
"3159",3159,9629,80,6,1,27,7.5384296648039
"3160",3160,290,129,18,1,13,18.3959669015724
"3161",3161,10628,107,38,1,18,1.17187803994608
"3162",3162,4240,196,39,1,15,10.6041018284857
"3163",3163,3707,147,24,1,11,5.69130497673806
"3164",3164,1907,79,18,1,29,9.83612640726566
"3165",3165,5092,134,7,1,9,6.08426254066895
"3166",3166,9680,113,34,1,24,1.12802605028613
"3167",3167,6239,50,30,1,20,11.069914280263
"3168",3168,3593,86,11,1,25,23.0135827343315
"3169",3169,1504,162,22,1,29,15.2266610919635
"3170",3170,7508,122,23,1,10,12.4117091299661
"3171",3171,1016,85,15,1,11,4.98366087741638
"3172",3172,10339,90,40,1,28,21.6131624264789
"3173",3173,5586,198,29,1,23,21.1732942727043
"3174",3174,6698,66,35,1,25,10.6004448214148
"3175",3175,5611,168,40,1,28,4.42373631618195
"3176",3176,5563,87,35,1,12,23.1424194903432
"3177",3177,2229,95,16,1,25,23.8914849886289
"3178",3178,6560,101,33,1,9,23.4640875504734
"3179",3179,8652,69,27,1,31,7.78275429185177
"3180",3180,8132,190,25,1,9,10.0747821362743
"3181",3181,1081,66,10,1,21,8.40131135095376
"3182",3182,4207,27,19,1,8,0.357773739910219
"3183",3183,896,117,14,1,22,6.04055120346602
"3184",3184,12192,136,10,1,21,17.0825741554641
"3185",3185,3342,142,12,1,8,23.7090224674032
"3186",3186,12066,59,28,1,14,13.0616373199918
"3187",3187,4931,53,11,1,32,11.2148393710942
"3188",3188,9185,44,24,1,13,1.81896935314406
"3189",3189,10714,62,15,1,20,20.9503166252153
"3190",3190,11114,104,29,1,32,2.89425690581393
"3191",3191,9063,72,26,1,32,7.62312571016699
"3192",3192,3484,162,8,1,10,13.682549815709
"3193",3193,4430,118,30,1,28,21.1102178000859
"3194",3194,9252,115,17,1,18,13.1209214637715
"3195",3195,3649,175,10,1,12,22.7945933370206
"3196",3196,2022,116,18,1,31,9.18736819864437
"3197",3197,5329,140,31,1,8,16.8719244734123
"3198",3198,5875,117,12,1,24,9.01393686451483
"3199",3199,859,40,29,1,21,3.2499660133
"3200",3200,5284,118,21,1,23,7.16967993302178
"3201",3201,7710,58,11,1,24,15.2677740451547
"3202",3202,679,48,21,1,9,18.3034422207822
"3203",3203,8520,138,16,1,10,6.96338902106974
"3204",3204,2569,135,19,1,21,11.1419930469014
"3205",3205,11130,138,24,1,29,20.4787487812638
"3206",3206,10756,182,40,1,24,21.4504272128791
"3207",3207,3874,95,27,1,14,18.0332918973977
"3208",3208,2503,128,32,1,30,8.42035809491225
"3209",3209,10553,161,38,1,27,5.26090838422161
"3210",3210,7733,140,5,1,11,16.6858822339401
"3211",3211,10184,70,27,1,30,1.26121720819385
"3212",3212,11088,159,27,1,11,17.9774241392992
"3213",3213,10469,43,28,1,17,19.2831360100231
"3214",3214,7338,68,32,1,8,16.9243810222745
"3215",3215,11474,190,19,1,18,0.53428339283797
"3216",3216,4145,103,7,1,8,0.666361170895863
"3217",3217,1966,181,32,1,18,16.3080649133644
"3218",3218,7962,112,5,1,31,23.3271331172173
"3219",3219,3412,120,7,1,22,25.1244871896
"3220",3220,11720,127,39,1,32,19.9626318057883
"3221",3221,11728,171,21,1,24,23.9375374177103
"3222",3222,3461,180,40,1,25,13.5869072554961
"3223",3223,9097,53,40,1,31,5.51852758984827
"3224",3224,10762,172,22,1,30,2.5734042313667
"3225",3225,9447,160,36,1,17,21.9739147361836
"3226",3226,9444,88,15,1,19,16.9836601376841
"3227",3227,5780,169,31,1,16,20.2397683120954
"3228",3228,8469,48,25,1,11,10.6726693922759
"3229",3229,2152,71,32,1,22,9.22925853784825
"3230",3230,277,172,13,1,31,5.22643107177666
"3231",3231,5464,182,14,1,26,21.2855123952022
"3232",3232,6549,105,19,1,15,6.4953919306756
"3233",3233,9359,145,31,1,19,10.6221242225086
"3234",3234,342,100,27,1,21,9.14208172914456
"3235",3235,9020,193,36,1,24,0.322293949397048
"3236",3236,11955,106,17,1,16,1.16112957500946
"3237",3237,4824,99,14,1,15,2.36664291076735
"3238",3238,9551,104,26,1,25,4.55568123421399
"3239",3239,629,69,35,1,30,8.63020995047269
"3240",3240,1918,163,33,1,21,7.45405721819145
"3241",3241,5868,63,19,1,22,23.5633440218493
"3242",3242,6129,196,24,1,27,6.04104882083973
"3243",3243,11624,116,19,1,22,23.3460749317405
"3244",3244,585,171,11,1,22,6.46914282090007
"3245",3245,7068,94,37,1,19,3.54089184044255
"3246",3246,6559,128,30,1,20,15.2149072553322
"3247",3247,8506,27,39,1,28,24.4293847706981
"3248",3248,8676,50,39,1,8,20.1307737820174
"3249",3249,2811,169,21,1,19,0.651374758646125
"3250",3250,3320,161,17,1,19,21.2491276029628
"3251",3251,6817,199,37,1,12,14.8617151833188
"3252",3252,9288,120,35,1,23,22.8429996911213
"3253",3253,10340,50,28,1,21,0.55292756487173
"3254",3254,8153,126,22,1,26,14.1821884646201
"3255",3255,6827,49,33,1,26,17.3194583187448
"3256",3256,4651,91,28,1,17,8.65209967934037
"3257",3257,12177,85,5,1,17,2.73216101707704
"3258",3258,2075,124,30,1,17,21.0891442774818
"3259",3259,5284,185,23,1,19,10.5955186722476
"3260",3260,536,179,19,1,11,5.71314310157229
"3261",3261,8327,195,38,1,12,1.71281326701771
"3262",3262,9787,147,14,1,11,5.8055271977731
"3263",3263,4689,67,7,1,17,9.38798485101899
"3264",3264,4640,197,24,1,27,0.84311643039505
"3265",3265,3380,197,18,1,9,24.5748852921587
"3266",3266,3203,156,39,1,17,12.3397613847593
"3267",3267,10912,187,17,1,32,25.9744728587393
"3268",3268,1326,173,29,1,27,22.6133188191245
"3269",3269,11854,50,40,1,28,5.30718315980677
"3270",3270,5071,36,33,1,15,2.03749169816752
"3271",3271,3645,126,9,1,32,24.7854204569382
"3272",3272,11669,152,11,1,19,10.9629810117267
"3273",3273,10942,40,13,1,14,8.82633919285075
"3274",3274,11981,168,37,1,30,26.0381738055621
"3275",3275,9401,168,18,1,27,14.4967093167596
"3276",3276,9395,114,11,1,24,21.3549543215949
"3277",3277,12224,69,12,1,22,2.08296434692526
"3278",3278,5433,79,18,1,24,20.8039299938926
"3279",3279,11288,179,7,1,10,2.67002771243919
"3280",3280,7278,144,25,1,20,22.460399681085
"3281",3281,7774,158,31,1,32,5.88412019007234
"3282",3282,3867,70,17,1,15,12.6358787726318
"3283",3283,6469,64,20,1,14,3.53559882386308
"3284",3284,2452,132,24,1,17,5.66712013935647
"3285",3285,3714,186,8,1,11,13.2976005450066
"3286",3286,5274,176,6,1,12,9.51357046654657
"3287",3287,10638,65,35,1,12,19.5301151105457
"3288",3288,10162,39,38,1,10,1.93755991977616
"3289",3289,1271,146,6,1,8,13.1764494706374
"3290",3290,2260,175,18,1,30,7.30350511595211
"3291",3291,10555,107,28,1,26,2.92151872932143
"3292",3292,11687,166,33,1,19,25.8094032783203
"3293",3293,4699,142,37,1,16,21.7157871160696
"3294",3294,5277,139,31,1,21,25.530488561433
"3295",3295,9667,57,32,1,18,11.1216923755223
"3296",3296,1043,161,13,1,18,20.4966274379401
"3297",3297,4638,114,9,1,15,1.97803768185643
"3298",3298,3381,108,20,1,19,23.0657878461808
"3299",3299,7876,54,7,1,25,5.14378817469557
"3300",3300,5972,95,13,1,23,22.7427572951948
"3301",3301,6683,62,30,1,11,8.92938403206714
"3302",3302,422,74,11,1,32,13.5821823275087
"3303",3303,4695,110,9,1,9,13.3709286302405
"3304",3304,1309,148,28,1,21,2.37003886830946
"3305",3305,6245,68,10,1,12,24.9793034924725
"3306",3306,7018,25,35,1,12,15.9579128581597
"3307",3307,9810,107,7,1,12,6.56351012476557
"3308",3308,12067,195,40,1,20,22.4955309469395
"3309",3309,4286,149,19,1,32,22.6837499955788
"3310",3310,4222,158,36,1,16,3.06504827161971
"3311",3311,962,191,25,1,8,15.6631730771023
"3312",3312,1228,149,8,1,9,16.0225974467148
"3313",3313,11786,197,40,1,29,7.92126047394145
"3314",3314,9335,104,31,1,16,11.1009556179778
"3315",3315,8602,160,23,1,15,0.688946863199817
"3316",3316,6495,118,36,1,27,7.00289722085395
"3317",3317,1156,149,26,1,23,0.588469244440319
"3318",3318,7171,50,38,1,23,17.527361159557
"3319",3319,6292,134,32,1,19,20.3509194144646
"3320",3320,9965,98,31,1,17,22.4661014763871
"3321",3321,4153,185,10,1,25,20.1774794241348
"3322",3322,10402,149,32,1,32,12.7534866785265
"3323",3323,11959,158,35,1,32,6.44748342840024
"3324",3324,11131,39,35,1,25,22.431770048372
"3325",3325,11465,180,38,1,11,15.1398380090424
"3326",3326,11479,49,19,1,17,21.1620489060883
"3327",3327,10764,75,22,1,24,17.5538806290582
"3328",3328,6984,105,21,1,12,12.3674383110132
"3329",3329,11543,150,5,1,26,20.2696571658996
"3330",3330,6171,33,14,1,22,19.4097335433811
"3331",3331,12118,89,7,1,17,5.513748497369
"3332",3332,5800,166,30,1,17,25.466649430065
"3333",3333,10076,174,14,1,23,17.993872412869
"3334",3334,7148,77,11,1,12,21.803669963459
"3335",3335,7118,156,22,1,32,9.2163829798256
"3336",3336,8710,151,39,1,10,4.75354699797393
"3337",3337,396,38,19,1,20,0.466714728644118
"3338",3338,2985,86,16,1,31,15.8004489373467
"3339",3339,6413,34,19,1,29,16.8079895994102
"3340",3340,1324,196,7,1,23,10.477744176144
"3341",3341,11233,94,11,1,10,10.0641807650442
"3342",3342,8858,147,36,1,20,15.2976409345448
"3343",3343,3747,176,11,1,11,7.45531629737769
"3344",3344,7121,159,17,1,26,19.0845947788334
"3345",3345,428,149,17,1,14,13.994770907321
"3346",3346,1781,55,9,1,24,6.280083676612
"3347",3347,2511,89,32,1,8,22.8101407919745
"3348",3348,11991,47,23,1,31,1.1623757963758
"3349",3349,8418,142,38,1,25,1.13472023606743
"3350",3350,3524,56,7,1,17,4.16647127439221
"3351",3351,2892,83,6,1,27,13.7069960357875
"3352",3352,6558,85,18,1,29,13.7579652359716
"3353",3353,659,183,19,1,18,2.34297670502751
"3354",3354,4082,107,12,1,15,18.8672400460192
"3355",3355,12118,69,29,1,24,15.3866372419912
"3356",3356,3816,194,14,1,16,1.53023062636028
"3357",3357,1480,84,10,1,29,0.799448590135667
"3358",3358,8948,196,22,1,15,12.8353282755306
"3359",3359,6318,68,27,1,18,21.1132683672172
"3360",3360,970,152,19,1,28,2.7247529816695
"3361",3361,2055,193,29,1,31,0.080730545344064
"3362",3362,7383,162,6,1,22,24.4753735091486
"3363",3363,873,163,38,1,23,3.97273195769521
"3364",3364,10415,97,26,1,25,16.4619861777946
"3365",3365,450,98,27,1,22,2.70215376520948
"3366",3366,1412,53,40,1,26,23.6513260792887
"3367",3367,4754,119,12,1,21,10.0173459462591
"3368",3368,12167,193,9,1,28,15.8880965619031
"3369",3369,9481,173,11,1,18,25.4621797458441
"3370",3370,7391,154,11,1,8,6.42196102607087
"3371",3371,11107,127,37,1,19,24.6763514144365
"3372",3372,10654,28,22,1,23,9.90868797146808
"3373",3373,9243,168,16,1,8,24.1458520357579
"3374",3374,1420,27,19,1,28,23.8096358089661
"3375",3375,4368,172,26,1,16,2.91978098015347
"3376",3376,607,142,11,1,30,7.81259095549351
"3377",3377,2720,120,16,1,16,12.8168614044425
"3378",3378,6182,175,12,1,28,14.2429459455092
"3379",3379,11625,126,23,1,23,12.9412744349188
"3380",3380,3125,156,5,1,14,23.6856325567167
"3381",3381,6164,56,13,1,27,13.3879495703785
"3382",3382,4670,27,14,1,22,7.74261440539127
"3383",3383,3470,170,11,1,10,20.9995021854136
"3384",3384,11453,64,39,1,32,22.8819139817874
"3385",3385,2186,91,10,1,15,3.03104778439249
"3386",3386,2261,132,37,1,18,8.30427216249658
"3387",3387,9428,35,18,1,16,6.0827360138928
"3388",3388,10846,35,14,1,25,24.7058011773927
"3389",3389,3193,153,20,1,28,14.9837121097408
"3390",3390,11643,192,33,1,10,7.63179528650269
"3391",3391,9670,91,16,1,18,12.0103256527905
"3392",3392,6806,120,33,1,32,25.2186053886292
"3393",3393,5357,28,25,1,21,7.69304160516965
"3394",3394,10037,175,17,1,26,11.7633940657377
"3395",3395,815,182,26,1,24,13.8477503682014
"3396",3396,10880,111,19,1,14,3.35378370374138
"3397",3397,5550,34,8,1,20,3.16373078694357
"3398",3398,9843,165,13,1,28,5.07407113784715
"3399",3399,6633,119,39,1,19,14.5380721706885
"3400",3400,8639,179,21,1,18,10.3724555609769
"3401",3401,2000,41,19,1,21,13.2859592328088
"3402",3402,9822,176,5,1,24,21.3599806803162
"3403",3403,6979,66,20,1,8,26.0692298828794
"3404",3404,4833,46,11,1,13,11.1236763975979
"3405",3405,6512,200,19,1,28,14.761329543628
"3406",3406,4244,176,18,1,28,4.85869415861275
"3407",3407,11663,154,21,1,11,1.6434476361149
"3408",3408,11492,135,15,1,31,2.89657345431065
"3409",3409,6016,104,18,1,28,1.15014252471016
"3410",3410,8248,146,14,1,19,7.41554460483207
"3411",3411,6527,197,33,1,9,0.426815562289907
"3412",3412,11648,83,19,1,25,22.6747998670421
"3413",3413,7961,172,18,1,10,8.09415403777407
"3414",3414,11296,197,24,1,16,12.7480970123555
"3415",3415,6534,46,26,1,13,23.8304927661496
"3416",3416,6489,60,36,1,11,9.39106316364743
"3417",3417,8559,172,25,1,9,13.7665796729904
"3418",3418,10722,171,5,1,26,23.6365574293968
"3419",3419,779,84,18,1,16,20.3753060776643
"3420",3420,5713,81,28,1,18,14.9475291741684
"3421",3421,2684,122,17,1,32,17.3909132158172
"3422",3422,567,166,30,1,32,21.7454388590883
"3423",3423,1700,108,18,1,20,4.85250557389949
"3424",3424,1264,67,24,1,27,16.2949682057751
"3425",3425,4924,89,24,1,16,1.2203566421615
"3426",3426,3232,51,5,1,10,6.95460467450088
"3427",3427,836,100,24,1,24,2.21632161379908
"3428",3428,3766,182,33,1,22,14.437497859149
"3429",3429,3319,152,27,1,13,14.2864004533123
"3430",3430,11473,79,33,1,15,1.59683094987436
"3431",3431,1206,74,25,1,31,5.80032734485995
"3432",3432,2885,155,9,1,21,5.83878256076318
"3433",3433,2996,98,12,1,20,8.30752394463774
"3434",3434,9564,132,18,1,12,17.1572951115468
"3435",3435,4951,120,31,1,12,12.0510731267696
"3436",3436,4731,34,36,1,20,8.97607985806581
"3437",3437,9396,165,14,1,11,18.3630319167082
"3438",3438,6581,93,25,1,31,18.5432354164587
"3439",3439,2865,27,15,1,32,24.3503826850175
"3440",3440,8640,79,18,1,28,12.3766322630551
"3441",3441,4706,123,5,1,8,24.3120064422884
"3442",3442,3039,194,15,1,19,3.58038555358513
"3443",3443,1565,83,26,1,15,24.4601051503278
"3444",3444,11720,105,35,1,25,2.85728641026281
"3445",3445,12264,185,21,1,10,20.2304703807642
"3446",3446,2551,143,40,1,12,23.0198685424258
"3447",3447,9737,129,34,1,17,10.1618469202965
"3448",3448,715,50,19,1,30,11.2717797021228
"3449",3449,4772,96,30,1,25,11.5978463644474
"3450",3450,10626,193,36,1,11,22.8276474356425
"3451",3451,10763,153,16,1,21,17.6378044586836
"3452",3452,4382,25,14,1,18,11.5997539367885
"3453",3453,9627,100,9,1,14,24.2502120683026
"3454",3454,2975,130,10,1,19,1.22840118901269
"3455",3455,8140,147,5,1,13,7.86787627409352
"3456",3456,6792,144,7,1,18,18.7713371396323
"3457",3457,10136,166,14,1,27,4.35874201087956
"3458",3458,8329,83,11,1,10,20.1017371351386
"3459",3459,1782,26,29,1,8,4.92099275163608
"3460",3460,9839,130,13,1,17,13.9253718670637
"3461",3461,9527,181,12,1,8,12.7743962207383
"3462",3462,6381,91,35,1,16,17.3548776947798
"3463",3463,10063,109,5,1,30,4.20999676550529
"3464",3464,7100,78,9,1,25,15.1951338594556
"3465",3465,8047,59,37,1,10,23.3648405065201
"3466",3466,4844,109,8,1,27,15.7457863530733
"3467",3467,6976,143,22,1,15,21.946001797365
"3468",3468,6544,25,37,1,27,24.6426224530232
"3469",3469,11294,111,33,1,10,13.5495547272153
"3470",3470,11601,156,27,1,25,1.34092952801008
"3471",3471,10351,53,34,1,27,9.67471421644394
"3472",3472,9839,42,18,1,8,2.90157299300167
"3473",3473,3144,130,20,1,22,15.0522749598196
"3474",3474,1401,124,25,1,24,16.4860485512284
"3475",3475,7939,45,36,1,12,4.53517815705761
"3476",3476,3759,133,26,1,10,11.0237277140114
"3477",3477,7705,35,21,1,29,24.3291708236237
"3478",3478,6423,160,12,1,10,0.917859079421498
"3479",3479,3023,103,9,1,24,18.1418524020165
"3480",3480,10273,35,15,1,12,20.6665418745151
"3481",3481,5311,26,13,1,18,25.5349409579325
"3482",3482,2205,198,32,1,8,14.6929254604781
"3483",3483,10103,193,29,1,12,11.9468863354558
"3484",3484,2606,153,18,1,19,6.43340352947265
"3485",3485,4445,63,28,1,12,21.888381661552
"3486",3486,9705,118,7,1,22,26.3857642979973
"3487",3487,2467,188,18,1,11,26.3912191417161
"3488",3488,7274,178,10,1,30,6.8454284876131
"3489",3489,390,161,27,1,14,15.4645363253907
"3490",3490,4425,42,31,1,23,23.7480798846078
"3491",3491,4870,64,21,1,14,2.0947566644696
"3492",3492,3805,123,25,1,16,0.587489082463551
"3493",3493,299,91,12,1,21,5.14479606982996
"3494",3494,396,55,7,1,8,5.50900705905235
"3495",3495,11115,29,31,1,14,3.02725125393411
"3496",3496,9786,164,33,1,27,6.59307346718758
"3497",3497,10897,32,20,1,15,15.616962245109
"3498",3498,9585,45,35,1,14,19.0151680794559
"3499",3499,1361,170,25,1,25,13.1248431482015
"3500",3500,2942,182,9,1,13,0.902003166355193
"3501",3501,2454,42,30,1,8,20.4855657394819
"3502",3502,2078,32,21,1,23,21.9525256972397
"3503",3503,5988,147,15,1,23,11.9990060699002
"3504",3504,932,80,10,1,18,14.7614657044858
"3505",3505,1355,56,14,1,13,10.872890814763
"3506",3506,266,196,27,1,8,7.9808945737686
"3507",3507,9389,128,12,1,19,23.2172276130668
"3508",3508,10617,124,14,1,19,13.0798116016397
"3509",3509,4078,44,38,1,24,22.1223760112992
"3510",3510,1844,145,24,1,10,20.9828442997644
"3511",3511,11694,74,27,1,21,3.32403530496126
"3512",3512,3191,81,10,1,17,7.66941215897445
"3513",3513,5007,127,30,1,29,8.78093716955581
"3514",3514,10203,99,18,1,21,0.344382912775502
"3515",3515,4732,88,23,1,15,19.1441370229875
"3516",3516,8373,146,27,1,29,7.52475407767878
"3517",3517,11614,76,22,1,10,21.6299371554072
"3518",3518,10537,112,22,1,32,20.8868414306145
"3519",3519,6012,31,25,1,24,14.5586377785574
"3520",3520,11022,178,16,1,27,10.0686050396899
"3521",3521,11245,154,16,1,20,9.35079906102177
"3522",3522,1058,184,31,1,18,14.4818213926957
"3523",3523,1364,129,18,1,26,4.00895196130127
"3524",3524,11282,62,17,1,15,23.7179449800081
"3525",3525,10110,176,19,1,22,2.23910380123183
"3526",3526,8814,124,22,1,19,25.1333056735573
"3527",3527,5115,73,11,1,8,15.2176687312881
"3528",3528,3617,164,12,1,11,14.9499219379479
"3529",3529,3977,116,6,1,25,14.3568083696989
"3530",3530,6277,25,38,1,9,21.1435786354518
"3531",3531,7102,64,33,1,20,14.5193862477588
"3532",3532,9805,44,17,1,32,10.5899409203569
"3533",3533,1281,106,6,1,23,10.4813220557964
"3534",3534,4884,36,18,1,29,25.7212947218975
"3535",3535,11071,122,40,1,32,14.5415274444881
"3536",3536,4710,163,38,1,11,10.0104600901164
"3537",3537,6716,121,34,1,31,26.014942896256
"3538",3538,10100,37,7,1,28,2.48221338897757
"3539",3539,9923,171,10,1,12,22.8551014662823
"3540",3540,3110,99,7,1,29,6.73064167008107
"3541",3541,2615,127,37,1,24,17.9162734275311
"3542",3542,11031,97,34,1,26,10.1275414238635
"3543",3543,6790,68,23,1,16,0.539651199481217
"3544",3544,6785,166,33,1,18,11.3346027325501
"3545",3545,482,61,32,1,24,4.62037506509828
"3546",3546,4596,75,38,1,8,2.53112161142984
"3547",3547,2005,199,22,1,29,3.09555475734314
"3548",3548,7102,125,5,1,9,25.9229123222351
"3549",3549,7214,62,39,1,28,14.2427025230397
"3550",3550,1107,30,37,1,31,10.1256587589211
"3551",3551,1072,96,36,1,29,20.0077069048216
"3552",3552,3622,161,37,1,21,8.39931957963551
"3553",3553,1638,100,37,1,24,9.77736283243843
"3554",3554,4655,73,5,1,17,5.79654419665271
"3555",3555,11013,118,7,1,22,4.81011389694503
"3556",3556,10441,92,12,1,32,9.29264556630398
"3557",3557,9957,142,21,1,17,13.9868144217287
"3558",3558,10016,133,6,1,8,7.90698830001405
"3559",3559,8532,85,7,1,26,0.076127785155084
"3560",3560,6004,145,24,1,16,10.7810142014129
"3561",3561,972,157,5,1,17,3.58590385965304
"3562",3562,2781,174,18,1,25,7.40896918113111
"3563",3563,5849,65,32,1,17,21.3375102888464
"3564",3564,10370,194,18,1,22,3.00392952547781
"3565",3565,10286,62,16,1,8,11.9887833688701
"3566",3566,7036,76,32,1,23,5.01611564985407
"3567",3567,269,66,16,1,28,11.3588317578905
"3568",3568,1801,148,14,1,30,20.7647631124649
"3569",3569,5819,51,23,1,10,10.7022481097877
"3570",3570,1203,46,12,1,20,23.0988533033663
"3571",3571,3145,176,14,1,31,0.878558449519798
"3572",3572,3768,198,17,1,29,10.5414337273845
"3573",3573,8505,38,30,1,25,5.62534839564888
"3574",3574,7298,105,23,1,18,0.813262701143976
"3575",3575,7785,170,9,1,28,0.352160018206574
"3576",3576,7081,155,33,1,25,17.8433703598788
"3577",3577,9579,103,40,1,17,1.54173283471563
"3578",3578,1794,50,22,1,19,22.7385711061596
"3579",3579,6910,160,17,1,12,6.39152135905647
"3580",3580,853,105,36,1,25,8.46874274372961
"3581",3581,720,68,22,1,30,12.6122779727215
"3582",3582,3347,52,18,1,19,24.2227917123178
"3583",3583,1563,112,40,1,26,2.3772688253792
"3584",3584,9658,186,15,1,27,14.7493487701772
"3585",3585,3861,74,10,1,10,17.7739363863314
"3586",3586,2529,127,39,1,21,0.638488212246681
"3587",3587,4966,146,8,1,16,14.4074409467285
"3588",3588,1266,99,27,1,13,2.63049715337506
"3589",3589,400,130,16,1,9,21.2463107532384
"3590",3590,4321,80,38,1,15,16.5940740434416
"3591",3591,5349,103,6,1,8,19.052650296496
"3592",3592,6480,84,24,1,21,10.6700572126377
"3593",3593,689,39,17,1,10,16.2077041810723
"3594",3594,11563,173,38,1,8,12.7250311446437
"3595",3595,9372,170,7,1,15,23.5790233558342
"3596",3596,6724,173,18,1,27,8.67937582907523
"3597",3597,4617,99,11,1,18,24.2720929558766
"3598",3598,1065,73,15,1,9,17.7874161755128
"3599",3599,4902,128,20,1,14,3.65391495254543
"3600",3600,11951,198,9,1,19,19.3045655967561
"3601",3601,8042,157,34,1,29,17.3002958667467
"3602",3602,11755,83,24,1,28,20.8022808057356
"3603",3603,441,67,7,1,14,11.3512222236632
"3604",3604,3462,39,32,1,15,17.884538699178
"3605",3605,6433,29,28,1,26,23.355684622016
"3606",3606,8804,166,40,1,22,22.4117781991223
"3607",3607,2980,62,11,1,28,24.253639288116
"3608",3608,9885,117,28,1,11,23.8485321394049
"3609",3609,6420,121,19,1,32,10.170789145346
"3610",3610,3566,72,5,1,16,9.5242858738061
"3611",3611,11364,124,26,1,14,16.8008342473109
"3612",3612,11410,167,25,1,10,17.2458589236392
"3613",3613,8994,38,26,1,9,7.25583697593585
"3614",3614,9173,161,9,1,25,14.6926253130583
"3615",3615,3276,163,32,1,10,3.98214641147689
"3616",3616,1212,187,11,1,30,21.4844582405135
"3617",3617,7038,194,13,1,25,25.0406470962183
"3618",3618,10442,48,36,1,17,22.6406015890324
"3619",3619,7462,91,27,1,14,12.2732613016483
"3620",3620,3259,93,20,1,31,6.37250120684644
"3621",3621,1921,182,37,1,18,2.90619062852836
"3622",3622,392,106,40,1,26,1.35117500169529
"3623",3623,9195,148,25,1,29,4.62861886496958
"3624",3624,12242,87,39,1,11,1.19769430885999
"3625",3625,9045,76,14,1,18,12.5136348576078
"3626",3626,12058,47,19,1,30,4.66537052462134
"3627",3627,10471,27,28,1,19,12.455410324052
"3628",3628,6384,97,9,1,16,9.67128347368655
"3629",3629,10860,176,38,1,11,3.02567483832315
"3630",3630,2455,97,23,1,28,13.4159238306328
"3631",3631,5305,112,25,1,30,6.27509230670868
"3632",3632,3120,185,26,1,18,17.4207169821961
"3633",3633,12065,147,23,1,18,10.7475138118106
"3634",3634,5913,115,24,1,13,13.7601602151385
"3635",3635,2326,29,39,1,22,18.3929981272044
"3636",3636,3871,86,8,1,22,4.1441990809103
"3637",3637,6850,32,34,1,31,8.49740827838797
"3638",3638,5424,107,40,1,19,12.5861662145711
"3639",3639,7665,153,28,1,32,15.7867228814275
"3640",3640,10332,174,12,1,19,6.11069683019817
"3641",3641,6189,39,16,1,8,3.13971729050088
"3642",3642,5014,92,24,1,12,14.6350194787935
"3643",3643,10741,62,10,1,29,20.4073151760995
"3644",3644,11316,51,7,1,19,0.611116196482209
"3645",3645,4530,155,17,1,17,2.65975760899531
"3646",3646,11202,199,29,1,11,2.12515675235027
"3647",3647,916,144,40,1,32,18.0851665003437
"3648",3648,7258,142,30,1,13,6.73270271568047
"3649",3649,8205,170,18,1,28,2.40408602991654
"3650",3650,5902,81,27,1,20,4.96105480016186
"3651",3651,9703,96,29,1,29,6.94584623483499
"3652",3652,6952,101,28,1,16,19.363066962136
"3653",3653,519,54,40,1,26,0.278580582336755
"3654",3654,696,89,29,1,25,1.51783852606802
"3655",3655,2911,180,14,1,15,21.4773414988925
"3656",3656,9992,139,5,1,30,22.532881723003
"3657",3657,6066,73,6,1,25,1.08445444624312
"3658",3658,1522,91,30,1,23,7.2772524955722
"3659",3659,10400,61,38,1,17,0.666053570382763
"3660",3660,3433,109,23,1,31,15.5320041260337
"3661",3661,9796,160,30,1,18,2.59119384578918
"3662",3662,1739,54,5,1,28,20.0195828845722
"3663",3663,9931,61,6,1,31,7.45669468775461
"3664",3664,5672,162,25,1,17,19.5785324098347
"3665",3665,5951,88,15,1,11,4.97159100618376
"3666",3666,12230,29,27,1,12,3.64287914865068
"3667",3667,953,200,29,1,8,0.461215610589599
"3668",3668,7350,124,39,1,31,2.79620516403904
"3669",3669,11891,108,33,1,16,17.4551492984411
"3670",3670,7573,165,14,1,23,10.4907560986271
"3671",3671,5558,123,35,1,15,9.80356421280186
"3672",3672,7503,60,27,1,21,24.5880356768272
"3673",3673,7366,126,25,1,28,22.5201867852672
"3674",3674,6780,135,9,1,15,12.1487386588743
"3675",3675,5879,32,28,1,18,12.0250998678233
"3676",3676,2457,197,35,1,32,1.97861017567082
"3677",3677,6946,79,15,1,29,21.8142962852763
"3678",3678,2090,81,24,1,8,4.19075434699864
"3679",3679,2505,69,40,1,21,5.30470202010963
"3680",3680,4215,97,36,1,14,11.4951353534756
