X1,SimNumber,Targets,Span,Samples,Phases,Errors,OffsetVaria
1237,1237,516,33,16,6,23,26.156345968616
1238,1238,466,160,12,10,26,21.8345451181703
1239,1239,344,49,31,10,18,15.7272613009671
1240,1240,801,158,20,5,10,5.20487928639632
1241,1241,796,44,24,8,14,20.9207546956728
1242,1242,530,155,34,3,31,20.9769636610718
1243,1243,1124,190,20,8,14,20.0188787400087
1244,1244,514,155,15,4,15,9.66472932338435
1245,1245,328,115,19,2,20,21.4718974646269
1246,1246,988,89,21,6,20,22.3967005358378
1247,1247,513,77,21,10,30,16.5709261114963
1248,1248,260,180,23,2,29,24.5394268552514
1249,1249,850,192,38,6,18,9.84484235566202
1250,1250,646,29,11,5,8,18.2115920696151
1251,1251,756,185,35,4,30,10.6764993876168
1252,1252,877,156,17,3,12,12.7483691674869
1253,1253,660,182,39,4,23,6.10343971993006
1254,1254,1056,161,14,10,32,19.7968366408229
1255,1255,823,119,32,1,28,10.8671836209041
1256,1256,543,142,20,7,24,2.38940144943632
1257,1257,653,182,40,4,15,2.59239205393358
1258,1258,833,91,11,9,11,20.020216625785
1259,1259,839,108,12,3,27,13.5581369394772
1260,1260,777,122,39,1,19,5.58520980484202
1261,1261,891,71,34,10,18,26.4356236412756
1262,1262,946,112,27,5,19,8.90845656047692
1263,1263,444,51,18,8,25,20.8466888344088
1264,1264,736,72,38,9,28,15.8247417705439
1265,1265,661,53,21,5,14,8.42162766272318
1266,1266,899,66,11,3,31,19.1082768594152
1267,1267,988,59,14,3,23,24.9105840410574
1268,1268,1129,46,18,7,22,7.03628504900401
1269,1269,344,167,30,4,19,5.59056150836148
1270,1270,412,55,21,9,11,25.3373373295825
1271,1271,881,138,36,9,17,18.7863868599867
1272,1272,648,55,11,8,19,8.06889319706522
1273,1273,615,83,22,7,28,2.86910676945373
1274,1274,653,34,12,9,32,21.7017376711722
1275,1275,1072,72,11,8,9,13.0173103807271
1276,1276,598,108,36,1,8,21.9648447103272
1277,1277,901,93,11,2,30,10.5324735667868
1278,1278,1000,159,31,8,25,0.744128622055519
1279,1279,1043,160,33,10,21,10.422200245078
1280,1280,357,29,27,1,8,12.3492534543637
1281,1281,365,158,11,5,8,0.269171860279981
1282,1282,757,61,11,6,18,15.8022407399504
1283,1283,831,128,34,5,12,11.3624028569555
1284,1284,838,52,12,6,27,2.3803653265168
1285,1285,455,28,17,10,10,5.22379065922881
1286,1286,398,125,21,7,21,19.4822799052475
1287,1287,873,38,40,5,10,10.8116129623544
1288,1288,996,149,13,10,15,1.8469992586372
1289,1289,309,140,25,7,12,26.4585235912844
1290,1290,497,160,17,10,11,21.0963851920795
1291,1291,346,41,30,6,24,5.54274563915143
1292,1292,274,143,26,9,31,13.3328895782856
1293,1293,1147,142,24,2,15,11.6993175397743
1294,1294,1145,171,32,5,21,21.0102687154638
1295,1295,1058,148,39,5,25,18.5205404882135
1296,1296,967,143,15,4,14,6.82464667217084
1297,1297,1071,126,25,6,28,5.94502878736402
1298,1298,861,71,13,2,28,9.26790324001107
1299,1299,401,115,32,9,16,2.94334201583662
1300,1300,919,145,16,7,26,2.08478182198037
1301,1301,662,66,39,5,31,0.506284441127209
1302,1302,1103,99,18,2,16,19.1808122329048
1303,1303,738,105,40,9,12,4.45490841619764
1304,1304,1010,82,25,7,10,23.7560341737587
1305,1305,949,182,24,6,24,6.20259030555491
1306,1306,492,92,32,7,12,13.2813973659165
1307,1307,655,136,40,4,30,1.95777847139374
1308,1308,1143,74,11,4,31,25.4628912818031
1309,1309,311,49,39,6,20,9.56363459096709
1310,1310,506,89,12,4,13,16.572723392864
1311,1311,449,138,28,2,22,22.4050822302748
1312,1312,1199,57,12,4,13,24.7116413670126
1313,1313,651,74,40,6,31,4.42125662638294
1314,1314,1031,48,21,1,23,17.8279989472355
1315,1315,756,73,22,10,10,14.6370769767698
1316,1316,312,155,37,4,19,6.49311834852141
1317,1317,512,196,29,3,31,6.13306451952294
1318,1318,1108,129,20,8,25,16.8306213984743
1319,1319,551,185,35,8,13,22.9670729950441
1320,1320,654,110,40,10,10,11.9998617997696
1321,1321,768,65,22,6,32,6.70127313226834
1322,1322,894,99,25,5,23,23.4963368322442
1323,1323,566,186,16,8,14,13.4379185629732
1324,1324,1184,144,20,3,21,21.3080066760571
1325,1325,1016,165,18,10,15,13.3737412166474
1326,1326,276,188,10,8,11,6.99783389898529
1327,1327,277,55,20,10,32,6.80114832144463
1328,1328,612,193,29,4,27,13.5068616442061
1329,1329,790,177,36,7,31,20.0165664424899
1330,1330,260,102,27,5,24,0.106646554908948
1331,1331,1000,181,27,5,19,3.07645690910332
1332,1332,347,169,17,6,8,13.3899967833329
1333,1333,318,131,26,1,29,2.94922571473964
1334,1334,994,134,18,7,9,20.1626206214288
1335,1335,1029,25,24,1,20,17.903027121305
1336,1336,901,96,18,9,18,7.38743101245351
1337,1337,1119,169,33,5,12,20.5056694529988
1338,1338,685,118,11,1,24,19.9533357562397
1339,1339,280,27,17,10,24,14.5630848690467
1340,1340,457,61,36,5,31,5.67965523045207
1341,1341,752,69,24,9,23,17.6063160402568
1342,1342,597,199,35,9,12,24.8775175226699
1343,1343,684,184,34,8,30,16.2617716407811
1344,1344,419,84,35,7,31,11.7084488191989
1345,1345,1160,105,33,10,9,18.5009475028513
1346,1346,418,111,32,6,16,21.3630148049858
1347,1347,985,141,12,7,15,1.74782472809916
1348,1348,507,141,27,1,17,26.1752609507693
1349,1349,385,181,17,2,16,6.06406518841279
1350,1350,693,139,13,2,17,8.24031477497006
1351,1351,595,162,11,10,21,18.9690707158723
1352,1352,603,145,37,9,31,3.87451623552805
1353,1353,577,59,10,10,11,5.82620465139975
1354,1354,901,29,36,1,11,0.529158601458883
1355,1355,948,65,13,5,14,11.7384449716336
1356,1356,1032,107,38,9,21,12.9497348310596
1357,1357,273,187,34,2,12,6.42235568216885
1358,1358,794,154,16,1,26,5.41231951716216
1359,1359,256,198,31,8,19,24.3630121243771
1360,1360,473,135,14,6,11,11.4552122422082
1361,1361,1083,159,12,7,11,23.5833627096387
1362,1362,703,71,12,6,21,6.06519619532186
1363,1363,989,91,30,8,28,11.7937667597986
1364,1364,978,120,20,7,9,23.7999732375129
1365,1365,486,80,15,5,28,20.6197773727039
1366,1366,685,197,29,3,13,21.3096985899352
1367,1367,326,96,11,3,18,13.1894956107161
1368,1368,751,130,33,2,24,20.7345512522089
1369,1369,769,155,24,1,28,2.92279121543793
1370,1370,672,42,10,9,13,4.57889809493278
1371,1371,607,145,27,6,11,25.5910587833528
1372,1372,945,93,33,9,25,1.65296146653057
1373,1373,504,55,17,6,12,17.8259696328107
1374,1374,1153,181,21,1,13,0.606998695599148
1375,1375,300,106,39,8,17,17.4739812847243
1376,1376,706,66,10,9,12,17.6013281994672
1377,1377,334,58,24,9,30,9.55894562045298
1378,1378,650,170,24,7,13,24.6842109234389
1379,1379,1103,149,28,9,28,24.5220427063801
1380,1380,755,37,21,4,22,20.4618175929042
1381,1381,923,54,10,5,31,7.62307685785508
1382,1382,1127,100,31,2,24,7.34119855538406
1383,1383,560,187,15,6,17,18.0451624415729
1384,1384,1154,145,23,9,10,20.8498006180895
1385,1385,928,121,30,9,22,14.1862890294592
1386,1386,443,26,36,1,9,18.5790594806527
1387,1387,846,63,39,2,30,12.2118899524054
1388,1388,526,68,19,7,9,8.71432617232366
1389,1389,304,200,15,9,12,20.9588471223877
1390,1390,736,91,29,1,15,3.22942805221188
1391,1391,1004,89,10,5,18,25.9661110803497
1392,1392,686,47,25,9,17,9.63062316634832
1393,1393,422,36,11,5,30,6.33808685082872
1394,1394,404,121,20,1,9,21.7481126007836
1395,1395,413,175,25,7,15,13.4622295785097
1396,1396,639,171,20,3,10,15.06551080827
1397,1397,841,86,14,5,13,8.8791882260486
1398,1398,973,166,26,10,11,7.1644883722919
1399,1399,821,149,34,7,9,16.7351007654385
1400,1400,881,192,37,3,20,22.9897829528714
1401,1401,299,152,27,4,20,3.31932123578526
1402,1402,624,136,32,8,26,21.7035808865463
1403,1403,576,113,38,3,28,15.3043149019596
1404,1404,859,185,38,8,10,13.4933378274802
1405,1405,748,72,20,9,10,1.93126666475832
1406,1406,574,162,26,5,19,8.57902385169989
1407,1407,315,72,28,4,11,19.5394043116393
1408,1408,474,125,13,5,17,24.5280694701239
1409,1409,1035,50,18,4,8,9.25752795417094
1410,1410,310,98,10,2,21,0.634416842802893
1411,1411,1078,45,38,3,20,2.54901324315183
1412,1412,471,41,35,4,12,0.729538673649076
1413,1413,1064,32,21,9,32,18.0885057576147
1414,1414,734,58,12,3,30,15.4852788208299
1415,1415,842,70,14,1,10,24.5168100240717
1416,1416,1118,109,40,1,29,14.8842755733582
1417,1417,949,142,10,9,13,17.9769979864783
1418,1418,483,108,17,10,26,5.79307906971569
1419,1419,1020,31,11,10,26,7.53719016849692
1420,1420,1149,34,16,1,10,24.4604016514081
1421,1421,933,103,35,10,19,4.28837289623451
1422,1422,316,195,15,4,11,21.8292287551463
1423,1423,416,59,31,2,26,18.3208701072184
1424,1424,786,38,21,10,29,18.9698174812708
1425,1425,479,197,11,4,12,14.4870155200537
1426,1426,865,30,26,9,17,7.14984872014402
1427,1427,744,185,14,5,24,1.30049077127408
1428,1428,537,93,33,6,27,7.17168616013275
1429,1429,934,28,20,6,24,24.2019407953483
1430,1430,919,183,13,9,9,17.8789972070798
1431,1431,445,95,27,8,16,13.459313080681
1432,1432,902,94,38,4,14,17.870894800039
1433,1433,540,170,15,2,19,22.2452572953661
1434,1434,817,92,29,2,32,17.448376608389
1435,1435,388,32,35,6,32,9.97073689203546
1436,1436,1030,95,32,4,30,15.4438582671257
1437,1437,969,86,30,5,24,21.7151015980695
1438,1438,1014,56,16,1,24,3.69761705975863
1439,1439,561,120,10,8,11,12.316485096727
1440,1440,640,197,21,4,20,18.4548814077089
1441,1441,294,151,31,6,32,24.4826339449277
1442,1442,1067,59,16,1,17,24.2841051458432
1443,1443,315,187,16,5,29,25.164876174727
1444,1444,916,54,10,3,13,23.9083356428603
1445,1445,1090,79,38,3,21,8.06841577337892
1446,1446,638,191,14,1,15,23.4189257413629
1447,1447,418,25,21,6,12,14.7997927925838
1448,1448,1176,44,35,10,13,6.59883788574883
1449,1449,1048,194,19,6,16,7.94346324506751
1450,1450,472,153,21,8,10,3.15003301329236
1451,1451,658,163,13,4,26,3.85091937810672
1452,1452,963,57,37,1,26,18.7031025403177
1453,1453,847,43,24,7,16,0.0547827058881521
1454,1454,415,53,16,7,18,17.0181320824211
1455,1455,1079,37,27,7,9,7.27016335137375
1456,1456,507,34,22,2,8,2.57055268280394
1457,1457,883,41,40,10,12,7.07672194863646
1458,1458,1034,100,35,8,20,23.4316255964127
1459,1459,1047,114,12,2,18,21.3019962128701
1460,1460,573,114,12,2,21,15.1874321363871
1461,1461,790,50,10,4,9,13.6277468504489
1462,1462,1200,81,19,4,8,2.58033939021523
1463,1463,789,132,11,5,16,8.25857754359161
1464,1464,1139,196,27,9,18,21.8445309058479
1465,1465,1109,139,33,3,23,9.86983806244819
1466,1466,395,46,28,7,25,23.1245098428659
1467,1467,573,112,11,9,12,16.684861894361
1468,1468,811,122,22,3,16,18.2517921114231
1469,1469,1063,62,34,10,19,7.36531571028754
1470,1470,392,140,30,6,8,20.226913959604
1471,1471,947,77,37,4,28,11.8688373572701
1472,1472,1066,150,30,7,20,8.7528938016044
1473,1473,355,32,30,8,22,22.6332080711154
1474,1474,652,103,15,7,10,3.93824846313149
1475,1475,278,30,34,9,22,25.5755825955188
1476,1476,759,39,33,1,31,6.2897576991755
1477,1477,437,95,14,2,16,6.97951554682269
1478,1478,1087,110,18,3,21,11.4476020663239
1479,1479,945,121,14,5,12,11.475805182199
1480,1480,1060,150,39,7,15,12.9098368369634
1481,1481,661,49,11,8,13,13.7560938555554
1482,1482,883,51,36,4,28,18.6205841555512
1483,1483,551,180,30,5,20,19.9482770493659
1484,1484,305,91,27,9,24,1.4095805812527
1485,1485,581,69,34,3,30,7.9631775221196
1486,1486,402,134,37,9,10,5.78403624024615
1487,1487,368,165,36,8,18,16.2169363178778
1488,1488,1143,83,10,8,22,19.2506815213952
1489,1489,474,188,18,5,32,26.2167403518278
1490,1490,1162,63,15,8,11,24.8951348460075
1491,1491,947,147,22,8,19,23.279615525984
1492,1492,485,124,11,10,8,13.4925527724319
1493,1493,477,64,13,10,22,22.9282882203835
1494,1494,762,71,30,10,13,1.45102610405348
1495,1495,1064,95,17,9,21,25.8776092930478
1496,1496,431,122,11,4,21,2.57340463240235
1497,1497,583,61,15,5,13,4.06673526926548
1498,1498,1026,135,31,1,29,7.98378794726473
1499,1499,1126,168,18,5,13,19.1032395863545
1500,1500,592,29,38,7,18,22.2950190635859
1501,1501,1009,65,30,7,29,15.8051279498371
1502,1502,519,149,36,1,11,9.69890847507841
1503,1503,760,46,37,2,30,20.6998566956676
1504,1504,659,108,26,10,13,20.199998741953902
1505,1505,1003,101,16,10,8,14.2262986533709
1506,1506,1189,89,25,9,29,1.1369197808709
1507,1507,923,64,14,5,30,2.55782237989362
1508,1508,594,29,21,7,32,10.0128976341535
1509,1509,973,27,39,10,10,13.2674699530825
1510,1510,839,73,23,6,16,1.78755371343298
1511,1511,949,51,24,10,24,12.9295375713501
1512,1512,926,47,28,7,16,21.0340794729611
1513,1513,522,40,22,8,28,13.3302407254798
1514,1514,981,33,34,3,21,0.831787123932736
1515,1515,1103,175,21,7,12,9.47187176685524
1516,1516,745,95,36,5,28,5.7015299482469
1517,1517,954,112,33,7,26,7.29632440606016
1518,1518,832,107,10,4,17,0.202682753206231
1519,1519,384,122,35,2,26,4.26331551016541
1520,1520,463,64,10,9,29,1.07936077523045
1521,1521,995,70,18,6,25,8.33144064341416
1522,1522,1119,86,24,9,22,9.140941541604
1523,1523,1096,93,13,7,21,25.505654799012
1524,1524,782,168,28,2,22,23.3558948942618
1525,1525,417,62,21,10,9,3.67612140085991
1526,1526,932,182,11,1,11,6.56038574239565
1527,1527,691,182,20,7,10,2.05800781823718
1528,1528,1036,145,37,2,24,11.7624419207284
1529,1529,989,162,40,5,20,8.6241251167669
1530,1530,851,85,13,10,18,14.6981620482567
1531,1531,330,110,25,8,11,8.4495064024555
1532,1532,536,86,29,7,14,5.25991343328403
1533,1533,955,94,21,5,28,13.3952692236986
1534,1534,1174,67,10,4,29,23.2900544407573
1535,1535,674,74,30,4,27,4.04319740110333
1536,1536,578,26,40,7,10,18.2656300871375
1537,1537,356,105,37,4,9,12.1365751735815
1538,1538,280,57,28,3,25,24.0892516163762
1539,1539,288,187,20,1,22,8.14953672166006
1540,1540,947,163,21,4,23,24.6953473132444
1541,1541,868,146,31,2,28,22.192829614901
1542,1542,1174,142,34,6,19,14.7606755840487
1543,1543,1128,154,25,9,22,0.285595553449355
1544,1544,1074,110,38,7,27,25.1703848497695
1545,1545,985,193,24,6,32,26.1453914824114
1546,1546,443,56,18,10,8,3.72514088911074
1547,1547,319,27,26,5,15,3.84553648018348
1548,1548,704,34,27,3,17,6.30512905629072
1549,1549,571,90,19,5,16,12.5077030220872
1550,1550,1199,97,11,10,18,18.0443322237406
1551,1551,272,90,10,3,13,10.8373439525799
1552,1552,699,131,32,8,11,11.5351746108369
1553,1553,775,129,22,4,10,8.29280583140743
1554,1554,1018,49,20,5,11,4.26800871931785
1555,1555,1102,81,31,6,21,25.9977016641507
1556,1556,1194,57,34,7,13,16.6095687097644
1557,1557,732,138,23,6,14,17.666560146156
1558,1558,458,149,24,9,29,11.4480354871447
1559,1559,284,85,40,2,13,13.024839467203
1560,1560,584,57,35,7,25,20.3027784163987
1561,1561,966,190,27,7,28,8.85356963686109
1562,1562,295,74,21,3,16,3.27076622085413
1563,1563,468,150,37,7,25,26.1513997368175
1564,1564,857,185,13,1,31,16.4678503308371
1565,1565,1030,53,28,7,17,14.0722926346834
1566,1566,992,111,24,2,9,13.4259871662655
1567,1567,552,39,10,1,13,4.20674494017567
1568,1568,905,31,19,1,11,14.7229243708041
1569,1569,877,94,29,10,16,25.3775285177573
1570,1570,602,27,26,4,27,25.9974961179558
1571,1571,756,131,25,7,26,15.9335144230213
1572,1572,911,74,36,3,30,15.8522881627786
1573,1573,683,160,22,8,12,2.59465685649193
1574,1574,923,197,20,4,32,17.1892882364236
1575,1575,376,190,23,5,19,15.3526376740611
1576,1576,844,44,20,6,29,20.6619444326758
1577,1577,749,104,17,10,8,26.2637736462408
1578,1578,510,88,29,6,16,18.3415998127053
1579,1579,984,153,33,10,8,21.7003283393525
1580,1580,285,191,22,10,16,7.96905767339957
1581,1581,952,70,29,10,11,8.17891730288183
1582,1582,1050,132,39,7,11,24.5158748089366
1583,1583,534,63,14,2,18,11.1296091092271
1584,1584,956,101,20,5,10,16.0706250689176
1585,1585,1128,91,27,10,23,2.38842094195192
1586,1586,1170,30,13,5,20,25.2123760833731
1587,1587,605,79,25,4,26,24.9005352414246
1588,1588,545,110,16,9,27,26.3527914121794
1589,1589,595,37,33,2,29,22.3890540014445
1590,1590,338,68,40,3,29,26.3724134572018
1591,1591,830,91,14,9,14,19.8414175343704
1592,1592,822,138,28,7,30,5.26232139322977
1593,1593,870,89,30,8,16,3.76027354316553
1594,1594,948,185,10,9,32,1.27696564987581
1595,1595,953,65,26,5,25,18.0514140320716
1596,1596,979,189,24,9,11,21.2081324431966
1597,1597,419,166,11,9,27,14.7370592979926
1598,1598,948,76,40,5,21,2.39345319898217
1599,1599,472,77,20,1,9,2.17298008082341
1600,1600,582,37,37,4,16,10.0327215296731
1601,1601,843,62,10,2,9,18.7869245809254
1602,1602,962,177,28,2,18,19.3103888441622
1603,1603,529,148,31,7,12,1.72073957005003
1604,1604,590,140,29,9,16,13.1457449411706
1605,1605,359,179,14,10,11,24.7010570613919
1606,1606,711,84,27,9,18,0.387724550637417
1607,1607,863,181,28,10,12,21.6965037363987
1608,1608,317,33,29,3,14,4.22707201820984
1609,1609,475,155,26,8,18,4.91811425347766
1610,1610,932,95,14,5,22,5.68235749503667
1611,1611,605,136,28,5,9,10.8803026507546
1612,1612,260,112,30,4,22,6.35624192595389
1613,1613,970,162,39,8,28,1.59821535578603
1614,1614,724,171,21,8,25,14.0954901716537
1615,1615,421,152,23,1,10,3.9318110018638
1616,1616,708,53,17,2,8,8.31306973090232
1617,1617,825,32,16,9,14,23.9328761495049
1618,1618,918,75,10,4,20,18.6340140250488
1619,1619,527,170,15,1,16,6.58839766298235
1620,1620,740,197,20,1,18,3.06214941318985
1621,1621,291,69,15,3,32,7.38883916584542
1622,1622,664,149,40,8,14,0.528686915667262
1623,1623,1115,120,13,5,19,14.7163930425153
1624,1624,896,86,24,1,13,9.90730162824574
1625,1625,462,112,11,4,24,19.2349823762493
1626,1626,589,91,20,7,21,19.9094443787092
1627,1627,754,68,28,8,18,4.44730409543379
1628,1628,284,160,15,3,25,18.4118723764753
1629,1629,1003,164,12,10,28,7.5002014350784
1630,1630,629,99,27,6,13,7.12236923916498
1631,1631,1191,178,39,2,24,22.5323554099861
1632,1632,695,173,14,10,19,24.2551363665359
1633,1633,288,122,11,5,8,6.12251100110053
1634,1634,275,114,40,5,9,15.9659819175438
1635,1635,1150,57,21,1,29,11.937574923157
1636,1636,692,55,22,3,21,5.01772924455465
1637,1637,1075,127,32,7,19,10.754524513436
1638,1638,932,151,18,2,8,2.11042828006065
1639,1639,941,41,37,3,8,8.99002856897772
1640,1640,287,106,25,6,16,9.08703476762539
1641,1641,288,143,29,9,31,12.3057699362587
1642,1642,291,70,36,6,29,18.5880469857119
1643,1643,1091,189,22,5,17,6.67770233599446
1644,1644,413,103,24,4,9,12.9113545532948
1645,1645,901,89,10,2,11,19.9558885209039
1646,1646,850,151,28,6,18,9.96885159259732
1647,1647,873,199,26,8,19,25.9935953675867
1648,1648,867,33,40,2,18,11.1462331166186
1649,1649,1026,142,19,2,31,18.7976259951256
1650,1650,389,155,22,3,24,11.7859167152375
1651,1651,323,119,37,9,10,14.1159835190682
1652,1652,1142,50,37,6,26,25.3037217378626
1653,1653,536,49,35,3,16,5.48745516878576
1654,1654,854,101,22,9,9,11.5248335981204
1655,1655,955,179,26,3,19,16.5568556091425
1656,1656,670,170,14,4,27,8.64329797101277
1657,1657,848,129,36,9,13,15.2067078655318
1658,1658,527,145,22,3,21,15.7739171899848
1659,1659,607,126,37,9,30,12.5465998954666
1660,1660,435,194,13,6,27,19.6416712157326
1661,1661,960,193,12,4,22,5.10701095981826
1662,1662,1135,144,19,10,8,20.5962234877949
1663,1663,384,40,18,5,31,6.21461214505625
1664,1664,658,104,17,4,32,16.8000077313462
1665,1665,1197,181,17,7,23,4.85942889911146
1666,1666,748,120,12,10,16,18.1382155701236
1667,1667,719,132,16,5,24,17.9132956884739
1668,1668,569,72,38,2,10,13.8340638790764
1669,1669,1066,96,15,6,19,1.3144194304035
1670,1670,892,96,34,10,17,2.0139384795946502
1671,1671,869,129,18,4,17,16.2884565775914
1672,1672,912,113,28,9,23,7.81429166747676
1673,1673,922,82,26,7,20,25.8169531014243
1674,1674,403,33,14,9,22,9.51442263028352
1675,1675,907,177,37,6,17,4.1867660042739
1676,1676,1137,166,34,5,17,24.3719315706016
1677,1677,383,82,17,2,13,14.8936484613372
1678,1678,871,102,20,4,11,10.2014191623891
1679,1679,560,104,24,4,9,15.0147159537072
1680,1680,525,96,23,7,25,2.99545924535068
1681,1681,366,70,27,9,27,24.8458645068728
1682,1682,745,154,20,6,27,1.29724211104121
1683,1683,620,124,23,9,9,8.23982383329747
1684,1684,778,184,37,8,29,18.1777598877954
1685,1685,428,73,39,3,8,25.2330099043211
1686,1686,431,75,15,6,18,23.8213610363312
1687,1687,822,188,16,5,11,20.6190381282663
1688,1688,1043,95,11,4,24,13.1942680645129
1689,1689,993,84,10,5,10,14.4712595882597
1690,1690,612,122,31,10,19,15.8822527506228
1691,1691,676,78,29,7,24,3.17482494461024
1692,1692,874,43,38,5,17,15.5822884807237
1693,1693,482,29,10,1,11,20.1831475941401
1694,1694,988,59,16,3,15,6.00303753906116
1695,1695,593,72,11,8,18,25.8602790557074
1696,1696,1182,175,19,7,27,21.8486101849487
1697,1697,1111,180,35,9,11,9.84902037590952
1698,1698,847,125,37,7,17,4.9997850339741
1699,1699,493,168,11,5,24,17.5435281158732
1700,1700,987,81,31,1,31,1.75012284746533
1701,1701,1064,59,21,5,12,1.36212233095593
1702,1702,750,81,24,9,15,9.85640371369082
1703,1703,1177,43,30,10,17,23.2640136720866
1704,1704,264,64,16,7,22,6.21656972345803
1705,1705,556,146,11,5,14,23.3389002929113
1706,1706,730,117,21,5,21,8.92664911701088
1707,1707,525,169,36,8,13,19.958494691177
1708,1708,714,148,33,8,22,16.2456164995921
1709,1709,797,81,33,8,13,2.84555301411008
1710,1710,331,133,26,10,19,25.8469394685891
1711,1711,431,86,23,3,14,6.66919554928364
1712,1712,684,62,33,10,13,7.27299748881953
1713,1713,999,68,10,6,17,23.7526304978228
1714,1714,691,36,28,4,21,18.8545857424494
1715,1715,726,139,25,9,22,9.10321476685488
1716,1716,834,82,30,1,16,17.111368225133
1717,1717,832,30,21,7,17,11.6175789472344
1718,1718,1135,104,25,1,19,0.904078155655647
1719,1719,696,49,18,5,19,8.6880416418456
1720,1720,627,60,36,3,24,25.6311932897659
1721,1721,919,171,30,3,17,22.4012135319088
1722,1722,734,53,18,2,10,16.3588096878291
1723,1723,761,80,17,3,14,24.5638853100021
1724,1724,481,38,11,5,14,5.42201064235368
1725,1725,827,140,39,2,10,19.3596702580506
1726,1726,786,31,24,3,14,5.77692166421772
1727,1727,571,149,17,4,10,6.24639380075014
1728,1728,533,179,17,10,20,23.0392541800176
1729,1729,342,95,33,3,31,21.9537270766506
1730,1730,810,171,21,6,10,25.8143734118436
1731,1731,1073,56,29,3,27,24.7879635597281
1732,1732,827,158,31,7,13,1.81250381938089
1733,1733,768,83,16,7,25,11.5338498111623
1734,1734,976,25,14,2,8,21.1876789710652
1735,1735,586,160,11,9,11,3.43394187031384
1736,1736,645,81,15,3,25,11.6534122414181
1737,1737,1185,177,23,8,8,7.23229294416425
1738,1738,1141,82,23,10,12,0.454022369876038
1739,1739,576,152,13,4,28,23.8059990140919
1740,1740,654,132,27,3,25,19.2495365214269
1741,1741,523,64,12,4,23,19.8595216656285
1742,1742,370,118,27,4,29,3.11665785786882
1743,1743,927,184,16,9,22,3.928115396654
1744,1744,287,56,24,1,27,11.9351827948648
1745,1745,1068,84,24,7,25,9.24659616041439
1746,1746,878,42,12,8,10,23.7454411132212
1747,1747,372,50,37,5,14,23.0973696935745
1748,1748,734,42,25,9,21,24.6185830249984
1749,1749,1101,106,21,6,31,8.18262177406438
1750,1750,469,196,27,4,21,16.9945631864392
1751,1751,812,149,32,7,30,12.4090836667933
1752,1752,362,53,11,4,25,10.2790489842836
1753,1753,879,187,37,8,17,12.4566860493026
1754,1754,304,111,39,10,18,9.22907775714714
1755,1755,589,156,32,7,26,2.26448508220096
1756,1756,536,159,19,1,21,21.2752524780638
1757,1757,501,115,35,5,29,8.54993996282155
1758,1758,307,72,35,6,32,1.63385079131974
1759,1759,677,39,23,4,20,14.938148358023
1760,1760,890,155,26,7,28,13.3143433083086
1761,1761,917,58,32,10,12,2.84389156043204
1762,1762,274,37,36,3,14,25.9184392446356
1763,1763,1059,162,24,6,32,25.4764540545151
1764,1764,1115,158,14,4,32,25.8563221850265
1765,1765,1167,187,15,1,13,19.7992665713525
1766,1766,346,102,37,6,8,15.7672969058191
1767,1767,394,125,40,10,32,22.455211310131
1768,1768,1133,129,35,3,15,19.6686208113926
1769,1769,1112,107,35,4,17,14.0670076017983
1770,1770,1182,142,17,8,27,3.20421780369268
1771,1771,1028,153,15,9,23,4.60372715598205
1772,1772,487,121,23,7,11,13.6699665941657
1773,1773,1056,87,12,10,25,18.3097119504318
1774,1774,772,92,32,5,20,23.3774525039138
1775,1775,295,168,21,10,27,0.802942511432339
1776,1776,778,138,22,1,32,7.90887402516697
1777,1777,1140,47,15,2,10,7.0858635315923
1778,1778,584,86,12,5,17,12.0083481830205
1779,1779,628,146,14,6,27,6.23180387702282
1780,1780,927,29,20,1,27,19.5532175280296
1781,1781,1125,97,38,6,11,17.3677787710093
1782,1782,906,89,20,4,22,21.3356764885555
1783,1783,425,102,16,10,18,23.5596397295904
1784,1784,584,131,28,3,16,18.3625382109745
1785,1785,459,187,33,3,16,4.82968687988306
1786,1786,816,138,31,5,22,12.3634015355215
1787,1787,408,61,40,4,31,5.79869698069943
1788,1788,347,57,19,9,10,15.0004557183026
1789,1789,646,194,20,1,27,17.8328266575751
1790,1790,450,58,17,9,30,0.704700246874941
1791,1791,995,79,16,4,19,5.85848745975085
1792,1792,712,102,16,4,8,13.4680604702723
1793,1793,633,104,22,1,23,17.058829642886302
1794,1794,816,101,35,7,10,4.45880880254973
1795,1795,821,42,17,7,23,20.999813549492
1796,1796,788,75,21,4,28,19.2709161391179
1797,1797,778,113,20,4,17,21.044736853447
1798,1798,253,168,26,3,14,20.1272549163033
1799,1799,453,132,25,10,32,20.7463023371187
1800,1800,1040,72,15,9,31,22.3010693095094
1801,1801,1084,45,17,2,25,5.41198895890056
1802,1802,720,200,19,2,17,16.2335145331679
1803,1803,1144,200,21,9,20,6.04383029305004
1804,1804,551,187,17,8,31,25.6493643878077
1805,1805,1073,110,39,6,21,22.7398200854172
1806,1806,806,34,37,8,21,15.8464613430703
1807,1807,1146,72,31,10,23,22.9566060077753
1808,1808,779,153,12,8,25,15.610811129465
1809,1809,531,170,35,9,21,13.1532150075384
1810,1810,1040,154,29,10,17,25.7151418787153
1811,1811,412,113,24,10,22,0.199913299725857
1812,1812,1089,106,30,4,16,22.4111684460111
1813,1813,990,177,37,6,18,6.07755004915269
1814,1814,418,28,36,9,24,13.3232712071307
