"","SimNumber","Targets","Span","Samples","Errors","OffsetVaria"
"2579",2579,624,51,7,27,24.3556733385716
"2580",2580,430,27,3,25,8.44082786143059
"2581",2581,661,70,10,27,0.904917603477603
"2582",2582,366,41,6,30,5.59777063008677
"2583",2583,257,39,9,15,10.3991624560314
"2584",2584,256,49,6,24,6.97277882658341
"2585",2585,243,48,15,32,22.8752645083962
"2586",2586,1023,27,3,26,16.8216231209806
"2587",2587,450,67,14,12,6.10342692997772
"2588",2588,1120,51,19,31,14.6596435612675
"2589",2589,254,97,19,29,6.5472873504567
"2590",2590,231,44,23,13,8.74890914223785
"2591",2591,374,39,9,8,5.45819988961029
"2592",2592,1113,100,14,23,0.876925790201407
"2593",2593,675,78,4,14,1.26079761384823
"2594",2594,986,37,21,30,6.29899403143092
"2595",2595,1140,68,25,15,4.97192488995637
"2596",2596,335,94,8,27,25.8229432475283
"2597",2597,905,86,18,16,5.89290037204023
"2598",2598,922,25,14,15,24.8447685689889
"2599",2599,644,88,19,32,10.4252712835367
"2600",2600,1091,33,10,32,21.2288787207105
"2601",2601,337,88,7,24,25.8068955345352
"2602",2602,703,93,6,13,10.3778136378783
"2603",2603,604,87,4,27,4.41223370062117
"2604",2604,508,59,11,32,17.1803227698158
"2605",2605,812,48,2,10,7.61213663001033
"2606",2606,1176,63,15,26,13.7191153084424
"2607",2607,811,25,18,17,3.64213817667495
"2608",2608,821,60,2,25,23.8387529282754
"2609",2609,857,33,6,11,2.75930149336671
"2610",2610,935,57,5,21,6.27580476196483
"2611",2611,404,25,10,14,19.4628367591435
"2612",2612,500,86,19,32,17.6858229681226
"2613",2613,449,33,8,9,21.8962001045039
"2614",2614,752,70,19,8,22.3405973883222
"2615",2615,338,90,5,24,2.92851729499106
"2616",2616,368,53,7,14,9.56253804844478
"2617",2617,1128,91,20,8,20.8976745881105
"2618",2618,851,52,14,31,21.5577786813909
"2619",2619,1095,92,4,25,10.778667223565
"2620",2620,472,74,12,19,3.59863664281461
"2621",2621,1113,35,17,17,20.8331933554788
"2622",2622,525,91,23,27,15.2546318909717
"2623",2623,917,33,5,26,18.3647309320022
"2624",2624,873,61,8,16,1.28922411891981
"2625",2625,843,50,13,22,23.4645055159973
"2626",2626,755,34,6,28,22.388635017907
"2627",2627,265,91,23,8,21.6527533938515
"2628",2628,1046,95,25,15,1.82642445779731
"2629",2629,749,82,4,28,21.9645773059258
"2630",2630,411,95,5,27,14.6531386026151
"2631",2631,723,86,6,19,24.1260723343668
"2632",2632,448,40,2,15,0.520010688309558
"2633",2633,582,52,2,16,5.2576770795777
"2634",2634,257,35,22,24,24.9034526647201
"2635",2635,652,46,17,27,17.0103806309321
"2636",2636,661,75,12,19,25.8189139436393
"2637",2637,601,39,13,12,24.3325005115671
"2638",2638,976,88,21,14,13.4920055870519
"2639",2639,617,83,7,26,8.91964159899158
"2640",2640,532,64,15,28,19.1504939069385
"2641",2641,956,31,17,27,19.5084521889321
"2642",2642,558,27,17,10,18.7360244822686
"2643",2643,341,81,7,30,2.76325550127006
"2644",2644,716,75,15,16,22.3884586732772
"2645",2645,806,45,4,10,7.1063313793093
"2646",2646,474,82,13,25,7.90927013733285
"2647",2647,646,56,6,8,12.1489290397519
"2648",2648,1086,76,20,20,7.93018148728996
"2649",2649,1148,94,14,14,25.4477872488822
"2650",2650,764,83,20,30,14.7748400953286
"2651",2651,248,76,2,11,15.0785239708787
"2652",2652,209,55,7,17,0.511618647152791
"2653",2653,983,37,7,19,0.285331709010527
"2654",2654,1137,69,6,29,18.8959330978929
"2655",2655,972,97,5,29,3.97581762470049
"2656",2656,493,92,18,14,0.351145336315036
"2657",2657,981,77,3,15,16.5252739036537
"2658",2658,1058,40,15,22,7.20272567159287
"2659",2659,497,41,12,19,2.7651260117474
"2660",2660,1137,81,2,15,6.13885760287847
"2661",2661,537,94,2,26,23.7366415704861
"2662",2662,1154,37,25,10,0.276216248899931
"2663",2663,752,25,10,10,1.34734162531537
"2664",2664,475,76,4,31,8.6014472479613
"2665",2665,399,65,8,18,14.8445324345508
"2666",2666,670,49,11,11,23.6382346468607
"2667",2667,306,35,20,16,9.7394083249683
"2668",2668,881,51,23,32,17.723179278478
"2669",2669,1143,73,16,14,13.2231813713352
"2670",2670,899,52,12,18,12.056980708888
"2671",2671,217,25,8,13,17.8186333766147
"2672",2672,910,25,6,24,14.795136398504
"2673",2673,920,53,19,13,3.40191407127771
"2674",2674,1028,38,6,13,13.8253798160991
"2675",2675,395,68,15,31,24.7360261607692
"2676",2676,544,26,18,28,3.23776030820794
"2677",2677,358,37,21,14,1.0587123689244
"2678",2678,417,67,24,12,9.16250499403686
"2679",2679,1187,85,11,25,24.8139917543887
"2680",2680,724,41,4,27,9.51075758399023
"2681",2681,1012,44,12,29,24.692366643542
"2682",2682,732,75,10,31,3.42149717882345
"2683",2683,608,54,19,24,17.1132981937728
"2684",2684,666,54,21,20,10.9942403585904
"2685",2685,551,90,2,15,8.80829978874652
"2686",2686,369,92,21,13,22.399397809071
"2687",2687,677,45,16,13,2.16619548926712
"2688",2688,482,79,12,18,12.9406750778856
"2689",2689,698,90,19,13,3.49178964013141
"2690",2690,1010,44,17,22,5.82783839659928
"2691",2691,306,85,18,15,16.1012522231832
"2692",2692,543,90,19,21,16.085678312216
"2693",2693,319,92,19,17,16.7394274526862
"2694",2694,222,91,16,19,23.6572718153219
"2695",2695,913,85,16,25,9.09988579460583
"2696",2696,967,100,10,25,4.49545521193766
"2697",2697,720,40,8,17,24.9918218634664
"2698",2698,981,66,16,20,12.1011275522972
"2699",2699,1039,85,13,12,5.5682686337796
"2700",2700,710,34,21,27,23.6733861064026
"2701",2701,1069,34,13,19,8.91593259302131
"2702",2702,1108,31,9,25,4.87184172369214
"2703",2703,593,77,22,28,26.275962637401
"2704",2704,558,27,24,26,5.46023169045616
"2705",2705,926,91,20,9,20.3064839117646
"2706",2706,478,90,21,31,23.7971993911497
"2707",2707,397,54,17,31,22.8687242647763
"2708",2708,1107,84,23,18,15.2304398966462
"2709",2709,1182,97,6,29,13.6758430929363
"2710",2710,437,40,23,25,16.7953626464717
"2711",2711,736,97,5,8,25.4153885473982
"2712",2712,916,50,14,10,26.2404022140431
"2713",2713,1113,30,17,11,10.5357189940554
"2714",2714,235,89,19,15,0.705656210977584
"2715",2715,736,60,12,9,4.68846011513425
"2716",2716,916,40,24,15,8.4989114648893
"2717",2717,543,67,9,31,3.21470082621765
"2718",2718,310,73,9,28,15.8047667030937
"2719",2719,800,81,13,14,25.1369247981838
"2720",2720,1039,66,11,12,0.0447748735893983
"2721",2721,594,65,9,13,24.7961395352164
"2722",2722,1058,32,10,11,15.1027722829489
"2723",2723,977,85,17,11,15.1030607756558
"2724",2724,255,60,21,11,3.44140497717075
"2725",2725,714,90,14,26,13.1898576225122
"2726",2726,440,100,15,9,9.7687015236069
"2727",2727,589,70,14,19,20.0647166705455
"2728",2728,515,47,22,12,7.86419808617048
"2729",2729,869,52,9,19,18.2625330677384
"2730",2730,891,38,14,21,11.9036949934158
"2731",2731,421,84,5,32,9.94430046776263
"2732",2732,712,45,19,16,17.6128377930482
"2733",2733,819,76,22,11,1.16383778109145
"2734",2734,221,95,20,18,13.751858653794
"2735",2735,866,30,21,25,21.7584834937409
"2736",2736,481,53,9,19,13.2754764817541
"2737",2737,1072,46,6,17,16.8792489144811
"2738",2738,402,55,15,29,20.9198380639127
"2739",2739,615,96,3,25,18.1503713061737
"2740",2740,582,31,7,14,23.6730294006167
"2741",2741,1101,68,16,31,22.5677719726018
"2742",2742,437,84,17,14,2.23324722467829
"2743",2743,494,59,15,19,4.59763064905396
"2744",2744,446,69,9,27,20.0053236548416
"2745",2745,745,87,25,29,1.079347010453
"2746",2746,1102,56,24,8,12.8365859850259
"2747",2747,573,33,4,19,22.5111872491385
"2748",2748,339,28,5,11,11.174820511023
"2749",2749,1021,34,13,17,25.4574410469094
"2750",2750,580,77,9,23,1.60575481983065
"2751",2751,1066,99,6,13,12.177373554409
"2752",2752,989,32,24,21,23.5798906108511
"2753",2753,777,31,19,30,23.1624563974906
"2754",2754,349,77,12,22,25.5018081946254
"2755",2755,1075,46,25,23,20.3069562824017
"2756",2756,1191,79,22,32,21.4511763844914
"2757",2757,663,54,9,11,23.097638856363
"2758",2758,373,82,23,10,22.9133349953762
"2759",2759,947,53,9,18,11.683071863245
"2760",2760,859,78,12,28,15.2784492501328
"2761",2761,896,27,24,28,12.9851069342461
"2762",2762,1097,73,5,11,18.1328037729545
"2763",2763,580,58,20,24,18.7243759699385
"2764",2764,901,28,23,27,10.3198898378713
"2765",2765,1175,64,3,15,20.9297502584637
"2766",2766,286,49,18,21,2.55189889825415
"2767",2767,1051,57,12,20,18.5697111977532
"2768",2768,647,94,3,11,0.842147010003915
"2769",2769,739,99,4,8,23.5646487759112
"2770",2770,564,29,20,19,10.0548436988033
"2771",2771,920,84,7,12,3.93341505808569
"2772",2772,1069,34,5,18,4.93167736552749
"2773",2773,376,71,6,21,16.374977939799
"2774",2774,698,33,2,12,3.18626615852816
"2775",2775,369,27,12,24,10.3316578588251
"2776",2776,258,66,12,24,23.626587911427
"2777",2777,380,49,6,12,15.5549897927854
"2778",2778,658,94,6,28,22.8729296356551
"2779",2779,976,69,25,31,11.7309726101079
"2780",2780,285,98,23,30,8.50347659559478
"2781",2781,1176,43,7,10,9.4008122168961
"2782",2782,1163,52,4,28,16.0923885024046
"2783",2783,588,95,12,27,3.54138304124586
"2784",2784,334,49,8,21,5.97761770931142
"2785",2785,1200,92,19,9,11.2483553887473
"2786",2786,316,57,8,9,12.2671811939934
"2787",2787,586,37,16,21,2.99126448649215
"2788",2788,483,63,17,15,12.8304500038503
"2789",2789,612,27,10,10,17.3156896078209
"2790",2790,654,51,5,15,1.62412598530343
"2791",2791,783,88,25,12,11.4097341517052
"2792",2792,560,62,5,28,15.6645643499782
"2793",2793,304,76,3,29,1.92977428154042
"2794",2794,206,82,16,14,25.5560138018609
"2795",2795,1131,73,23,24,17.953139215759
"2796",2796,796,91,6,10,13.0425630156295
"2797",2797,844,83,13,28,16.0991023389327
"2798",2798,870,54,19,22,13.1474390823389
"2799",2799,340,79,4,28,6.39982789941272
"2800",2800,986,64,4,32,5.9641989083977
"2801",2801,620,98,12,26,19.1543931148627
"2802",2802,730,33,17,32,3.3279316686173
"2803",2803,1044,95,23,19,3.32104034605017
"2804",2804,1016,49,11,20,0.436231564686168
"2805",2805,654,97,5,24,9.96260978736845
"2806",2806,411,80,23,29,7.31895402102242
"2807",2807,268,100,6,10,14.1068567497523
"2808",2808,1012,52,20,12,17.4660303951218
"2809",2809,1173,80,5,12,2.67882409624732
"2810",2810,750,31,4,28,20.9562174761046
"2811",2811,485,32,23,12,14.7420691402149
"2812",2812,1035,34,12,25,5.29753859176929
"2813",2813,913,79,9,31,9.32173389742337
"2814",2814,560,84,13,31,25.6398100836403
"2815",2815,1119,35,21,16,26.2692445869136
"2816",2816,424,46,17,19,26.0559270676454
"2817",2817,1003,38,20,29,16.4519597189324
"2818",2818,424,76,2,24,8.53762857558113
"2819",2819,621,42,9,21,13.4114634442693
"2820",2820,578,52,21,11,13.8114888111323
"2821",2821,776,96,20,16,2.50882526326226
"2822",2822,1126,94,25,16,15.3393421206572
"2823",2823,941,58,5,17,24.1208298606188
"2824",2824,1093,28,14,24,17.390125810083
"2825",2825,402,60,4,16,19.4217504964173
"2826",2826,995,69,13,10,1.07731917060539
"2827",2827,1141,38,22,21,10.8371190147689
"2828",2828,1108,68,11,27,7.53912836762215
"2829",2829,675,79,4,8,13.7898964594535
"2830",2830,792,83,7,14,1.82127917041164
"2831",2831,329,66,2,9,5.78077599933767
"2832",2832,306,72,6,18,11.8301090360894
"2833",2833,493,64,2,10,22.553943566215
"2834",2834,802,30,23,30,4.5097268676036
"2835",2835,1200,80,18,12,19.1801648626497
"2836",2836,925,44,12,10,16.7974106614974
"2837",2837,828,43,11,29,0.662456774187274
"2838",2838,1167,45,12,21,25.5040980341479
"2839",2839,923,100,15,19,26.2657315701502
"2840",2840,213,36,12,29,15.6276359570005
"2841",2841,516,42,3,12,6.20158677245444
"2842",2842,659,87,16,16,10.8995838278143
"2843",2843,892,88,9,13,18.4738988513858
"2844",2844,501,43,15,19,1.3662963470167
"2845",2845,257,33,18,11,5.61134044251684
"2846",2846,621,26,10,18,2.11515521322633
"2847",2847,1102,75,6,11,18.5211340765031
"2848",2848,719,43,11,21,0.346241787049221
"2849",2849,210,48,19,10,18.8462989577262
"2850",2850,972,99,6,22,8.70082211123081
"2851",2851,1111,49,6,28,10.7154106304119
"2852",2852,467,59,23,21,19.2658230789134
"2853",2853,390,26,13,10,20.3292280378293
"2854",2854,623,77,13,14,8.54415908328933
"2855",2855,690,76,14,16,16.6507076809146
"2856",2856,676,69,16,23,26.0754321583328
"2857",2857,867,34,17,20,11.9453608513724
"2858",2858,877,39,5,19,22.7113069257964
"2859",2859,687,66,18,31,3.93360626571369
"2860",2860,1102,46,13,28,4.01465091850492
"2861",2861,477,98,14,14,19.0440068059869
"2862",2862,1175,90,16,19,14.8452328402281
"2863",2863,392,90,25,21,13.9879685221214
"2864",2864,523,66,18,20,13.4438115473939
"2865",2865,202,94,19,8,3.53670020966209
"2866",2866,856,56,11,22,9.87506986247818
"2867",2867,1021,58,15,13,10.5530109787646
"2868",2868,746,40,17,15,2.25297842543479
"2869",2869,398,56,13,26,10.8539353526882
"2870",2870,993,63,8,29,24.0333765902778
"2871",2871,960,72,3,28,12.6151361846458
"2872",2872,693,73,25,21,6.29128106702468
"2873",2873,343,53,6,18,7.05192112666671
"2874",2874,998,83,2,12,8.2344657749054
"2875",2875,376,94,18,10,0.745026966589969
"2876",2876,1104,75,18,20,18.5220477591087
"2877",2877,263,95,17,24,15.7320585264275
"2878",2878,1123,65,7,23,13.9295466605166
"2879",2879,637,87,23,31,24.8773839222705
"2880",2880,209,83,23,31,17.5910121126587
"2881",2881,1086,29,5,17,19.028070870884
"2882",2882,1152,70,18,13,1.5907010521011
"2883",2883,986,34,23,30,5.90178404588485
"2884",2884,1048,47,15,23,17.6610096585196
"2885",2885,254,79,12,29,2.53396199886198
"2886",2886,1066,40,25,14,9.04557112418301
"2887",2887,1016,49,4,17,4.56000500315614
"2888",2888,673,56,20,17,6.2385850258423
"2889",2889,580,62,9,28,25.1910563433894
"2890",2890,520,25,21,19,22.3375028368349
"2891",2891,1092,36,25,20,0.300936314629391
"2892",2892,733,99,5,14,15.6722916961398
"2893",2893,774,100,21,20,9.23892714334559
"2894",2894,357,84,23,21,0.172851013048319
"2895",2895,220,75,23,26,12.8633385426165
"2896",2896,523,89,19,27,14.7081281851875
"2897",2897,691,45,24,15,5.4394295024029
"2898",2898,471,25,14,13,18.4214071532914
"2899",2899,422,32,19,32,4.58748460753076
"2900",2900,564,86,8,13,13.0968600158046
"2901",2901,475,72,3,8,23.9318859986556
"2902",2902,884,96,22,27,17.5083943944466
"2903",2903,1188,65,3,11,8.508083205726
"2904",2904,476,54,14,17,5.32253601375408
"2905",2905,333,53,11,14,11.9588000063878
"2906",2906,833,63,10,24,23.1881094017066
"2907",2907,901,43,13,15,21.6466714969606
"2908",2908,1093,81,18,9,4.43766429046588
"2909",2909,798,79,24,11,7.51184975614538
"2910",2910,345,81,14,10,10.5226420420993
"2911",2911,653,61,14,17,1.4347462777961
"2912",2912,436,58,17,29,5.00196872244496
"2913",2913,598,77,5,19,26.0093644101615
"2914",2914,369,89,7,9,13.0771219357443
"2915",2915,450,97,17,29,25.9399638151198
"2916",2916,789,53,22,16,10.2418421244903
"2917",2917,446,100,25,27,24.9406610422791
"2918",2918,419,43,8,24,16.0382404036813
"2919",2919,612,79,3,28,24.7174020713668
"2920",2920,512,92,24,29,25.9020940557371
"2921",2921,423,74,13,31,25.7463390465439
"2922",2922,376,72,25,15,24.9195196459338
"2923",2923,1135,77,12,9,11.679076511651
"2924",2924,605,71,4,19,14.1886256359082
"2925",2925,692,59,18,12,22.4613364201556
"2926",2926,719,36,24,8,10.7486396792936
"2927",2927,1157,36,10,11,8.80636088626645
"2928",2928,673,99,5,13,17.7157269502254
"2929",2929,276,62,2,18,9.63363838064461
"2930",2930,387,29,2,9,9.10794534019031
"2931",2931,1027,78,4,20,16.1303077989446
"2932",2932,905,51,21,29,15.8863957882221
"2933",2933,266,90,9,29,21.414789272415
"2934",2934,243,67,13,29,14.7712293616019
"2935",2935,904,67,17,24,14.3013302578377
"2936",2936,993,45,5,23,18.4255824464965
"2937",2937,1166,64,20,17,25.4053616504816
"2938",2938,805,37,7,29,2.59958576355036
"2939",2939,202,45,24,20,1.81548203968094
"2940",2940,1136,87,5,30,21.1731137387943
"2941",2941,908,27,17,31,16.2731429757795
"2942",2942,910,87,8,18,15.0661321975847
"2943",2943,834,58,25,9,3.12887618632917
"2944",2944,1017,35,19,32,10.6104517035675
"2945",2945,813,76,2,25,20.2895142178128
"2946",2946,807,39,3,29,21.7971857414346
"2947",2947,490,82,10,12,13.0815328589878
"2948",2948,479,42,15,8,13.507104135039
"2949",2949,686,30,2,15,1.43833830475225
"2950",2950,338,55,19,16,5.03894867626764
"2951",2951,323,76,8,17,17.0290701138244
"2952",2952,789,92,13,11,8.37242717782897
"2953",2953,287,39,18,24,14.2549376209599
"2954",2954,976,75,14,15,18.7333503827262
"2955",2955,1044,40,23,10,16.9860794191747
"2956",2956,946,75,11,17,10.0508228228327
"2957",2957,248,42,5,15,20.2195986004502
"2958",2958,1122,33,20,19,13.9431833656931
"2959",2959,632,61,2,11,16.2771901535189
"2960",2960,877,31,19,9,3.22697429399495
"2961",2961,562,99,11,23,24.5210023273581
"2962",2962,317,90,15,23,8.68850261690048
"2963",2963,1129,81,17,18,19.7113064598178
"2964",2964,201,99,10,8,1.8350690897156
"2965",2965,591,28,11,18,1.38564880353585
"2966",2966,305,28,18,10,8.73990236895811
"2967",2967,282,90,21,18,7.52229040462663
"2968",2968,698,95,8,20,11.4200871831516
"2969",2969,634,91,24,8,13.170078902116
"2970",2970,1066,36,16,11,26.2388376999362
"2971",2971,916,32,17,21,16.6733574463758
"2972",2972,923,71,14,16,23.4349468070795
"2973",2973,630,40,14,11,9.15164449824905
"2974",2974,1129,72,25,32,6.82827720471914
"2975",2975,306,46,23,32,15.8077276295025
"2976",2976,732,79,13,29,20.165473107798
"2977",2977,902,41,3,15,24.0711604725034
"2978",2978,852,34,9,22,1.93071379084187
"2979",2979,770,83,5,14,1.95079984645057
"2980",2980,574,40,20,19,5.02557092906488
"2981",2981,1079,39,4,28,3.94791579148453
"2982",2982,1149,73,25,14,15.7099653799387
"2983",2983,639,69,4,23,9.07574776733923
"2984",2984,996,91,19,19,2.5108491729605
"2985",2985,990,81,19,15,2.6071185704032
"2986",2986,1030,94,2,17,19.2734055278099
"2987",2987,719,94,19,16,1.27631428777357
"2988",2988,974,52,16,12,2.11721777659142
"2989",2989,495,25,6,27,15.3059899044728
"2990",2990,351,87,13,25,17.4061673903156
"2991",2991,759,40,15,28,2.60853610802931
"2992",2992,515,77,12,25,6.69267813005415
"2993",2993,1104,88,13,32,2.98599688940309
"2994",2994,949,100,12,19,21.5352338021765
"2995",2995,448,87,6,31,16.01215773604
"2996",2996,1060,93,22,15,16.848362604809
"2997",2997,541,43,4,8,20.5700330032615
"2998",2998,875,41,11,14,19.0863800414712
"2999",2999,584,40,23,17,13.0996149332852
"3000",3000,226,87,5,27,19.1177361489825
"3001",3001,760,63,23,22,8.40170888833864
"3002",3002,984,66,2,27,4.38773649348714
"3003",3003,1147,91,11,12,16.5698055315141
"3004",3004,881,83,10,23,8.5450690640274
"3005",3005,691,79,22,17,19.141724583782
"3006",3006,1011,54,12,9,12.1611686786297
"3007",3007,241,70,11,23,8.87806356784236
"3008",3008,623,75,22,27,16.054494119433
"3009",3009,411,27,12,18,8.94576177272084
"3010",3010,1119,66,19,8,25.2164293198357
"3011",3011,1147,83,12,11,24.467271768444
"3012",3012,267,93,20,30,6.57075143422908
"3013",3013,367,86,2,24,3.70413143966394
"3014",3014,822,31,4,12,18.2831616505438
"3015",3015,1079,94,17,27,16.9078803672791
"3016",3016,1091,57,21,32,18.5901891700779
"3017",3017,1016,32,22,8,11.3966119505882
"3018",3018,358,56,12,13,13.7258567855814
"3019",3019,510,68,20,8,5.62434048817493
"3020",3020,903,29,3,29,7.61966479718918
"3021",3021,451,61,2,27,12.0450810865434
"3022",3022,217,44,4,16,4.8968722095238
"3023",3023,1004,35,21,20,12.2199646818165
"3024",3024,795,80,11,24,0.642541380841751
"3025",3025,350,73,11,16,21.1102551704387
"3026",3026,598,33,6,9,6.41139717326825
"3027",3027,1183,86,8,18,19.3409422510567
"3028",3028,614,76,15,19,2.11816369629349
"3029",3029,782,80,6,23,15.9483746447766
"3030",3030,417,87,7,31,8.74565002422919
"3031",3031,626,85,15,13,1.55896641012491
"3032",3032,223,76,22,11,3.88340507347789
"3033",3033,630,49,7,21,19.2730137283197
"3034",3034,652,28,25,23,5.17627975603612
"3035",3035,388,32,25,18,10.3974157360045
"3036",3036,300,41,3,14,13.6482526854966
"3037",3037,761,35,15,32,24.6827185032023
"3038",3038,816,81,16,9,20.5774950921049
"3039",3039,1141,34,3,27,25.8550115696744
"3040",3040,586,80,21,14,22.3207996588363
"3041",3041,947,37,8,26,16.5258375808536
"3042",3042,918,38,23,29,26.2941116908216
"3043",3043,227,61,21,11,5.33370678773918
"3044",3044,805,84,19,13,3.24111331174709
"3045",3045,447,31,11,15,7.12258159062639
"3046",3046,991,70,23,8,3.41465135837812
"3047",3047,381,50,11,12,18.6204925281599
"3048",3048,214,99,21,16,12.065410836092
"3049",3049,338,84,3,12,13.689725102365
"3050",3050,1194,58,22,13,17.9901056886141
"3051",3051,271,69,11,17,8.64232944523962
"3052",3052,1173,34,16,28,8.12532748897141
"3053",3053,909,44,15,16,22.817672377211
"3054",3054,895,50,25,14,1.30890570231178
"3055",3055,960,81,21,20,1.49547832685523
"3056",3056,319,35,24,23,26.1197622133361
"3057",3057,449,89,9,11,2.45188922640006
"3058",3058,1159,75,17,8,20.472125985998
"3059",3059,884,60,4,15,18.7642315899909
"3060",3060,560,96,7,15,22.810649286669
"3061",3061,840,89,10,26,23.4552187272874
"3062",3062,1072,99,6,16,9.65491487047588
"3063",3063,471,33,13,29,11.2527249683002
"3064",3064,841,90,25,18,3.52681084329425
"3065",3065,1020,50,3,12,13.9478614218677
"3066",3066,299,58,21,17,14.6033720157978
"3067",3067,779,33,2,17,20.1809985428099
"3068",3068,272,38,8,29,10.2112895751952
"3069",3069,927,31,14,27,25.7619632782305
"3070",3070,475,51,11,30,13.3719126421595
"3071",3071,554,59,12,17,18.9913982646135
"3072",3072,960,80,9,21,13.9560341212032
"3073",3073,713,99,12,12,14.5832191846685
"3074",3074,791,34,16,13,9.40004076621099
"3075",3075,1130,41,12,20,5.04519412166625
"3076",3076,1143,72,25,31,7.85467726539494
"3077",3077,548,59,3,19,9.30303941084002
"3078",3078,1077,92,5,21,14.572962259873
"3079",3079,818,44,5,21,14.3887925052075
"3080",3080,713,54,5,31,17.292896555407
"3081",3081,1135,72,7,14,1.52949898926052
"3082",3082,476,83,14,20,22.0844112002978
"3083",3083,670,96,8,30,11.5247970236691
"3084",3084,576,63,5,10,6.21738670094404
"3085",3085,324,26,7,12,10.9644225806429
"3086",3086,752,29,12,15,21.7730115839408
"3087",3087,408,69,14,22,6.76600541938655
"3088",3088,334,72,12,28,9.71188244107971
"3089",3089,290,28,15,8,25.3434051593768
"3090",3090,278,93,19,31,23.5116994159333
"3091",3091,370,45,8,10,22.9799387554573
"3092",3092,978,43,22,17,23.0588172172715
"3093",3093,889,38,25,31,8.14412507873541
"3094",3094,481,65,10,10,12.5873833145795
"3095",3095,900,33,22,18,20.6205666787301
"3096",3096,883,91,12,23,1.60933980089892
"3097",3097,1192,37,6,12,13.1283765931039
"3098",3098,423,33,12,32,13.8707185374591
"3099",3099,236,94,20,23,11.0827521532741
"3100",3100,243,86,15,20,7.97797347328463
"3101",3101,825,90,19,31,24.0846357885948
"3102",3102,469,98,3,20,15.1184358284688
"3103",3103,563,96,17,29,3.49721295627835
"3104",3104,904,55,21,14,5.94764059681539
"3105",3105,517,35,5,32,1.02656216146843
"3106",3106,795,27,22,9,20.1341369595225
"3107",3107,239,81,2,14,22.3778397860439
"3108",3108,397,95,7,28,15.9944246738139
"3109",3109,892,49,3,23,22.9810808988179
"3110",3110,1137,36,12,18,0.818022216913756
"3111",3111,237,91,13,29,12.1217398222063
"3112",3112,351,56,2,26,3.30138049262064
"3113",3113,948,63,9,23,13.1317632096002
"3114",3114,863,64,7,22,11.5746119815556
"3115",3115,1185,67,12,25,10.1390311322461
"3116",3116,530,100,9,9,6.58012332270388
"3117",3117,244,54,10,15,13.0635488471615
"3118",3118,1148,40,10,21,16.1807954540299
"3119",3119,1104,65,10,27,24.0333482586516
"3120",3120,745,32,16,8,17.2151385255002
"3121",3121,622,67,17,13,26.4861504744589
"3122",3122,564,66,16,12,21.0264126153151
"3123",3123,870,94,25,21,23.0872617134193
"3124",3124,991,88,6,12,7.86631592458766
"3125",3125,346,90,19,22,15.2468206666615
"3126",3126,561,90,18,20,13.2409554625931
"3127",3127,887,86,19,32,7.49814259825996
"3128",3128,294,78,17,21,22.9857498607379
"3129",3129,455,91,15,30,24.9023240763645
"3130",3130,1033,81,5,22,5.69108624572493
"3131",3131,451,29,13,30,16.7278196979177
"3132",3132,461,71,21,11,18.4569939771346
"3133",3133,293,98,16,13,13.5872965932444
"3134",3134,631,80,6,31,6.87728421767638
"3135",3135,602,27,22,28,15.4533738620982
"3136",3136,232,37,7,17,20.7197572013359
"3137",3137,879,41,11,10,23.299872546175
"3138",3138,241,77,17,15,10.4517065602306
"3139",3139,1137,53,20,21,17.8806587594743
"3140",3140,478,84,17,20,6.43842955502588
"3141",3141,1073,100,8,22,19.6591505766369
"3142",3142,1058,65,12,29,24.5798566781471
"3143",3143,864,58,25,13,6.66006899591
"3144",3144,541,100,7,12,3.37934108254919
"3145",3145,727,98,8,31,26.44242505165
"3146",3146,310,48,18,10,4.25994374432764
"3147",3147,1099,83,21,32,24.7533025852952
"3148",3148,1143,47,10,23,16.274266788726
"3149",3149,295,86,3,16,6.94649826944317
"3150",3150,221,52,11,19,16.0099032925409
"3151",3151,205,79,12,15,2.06139060330065
"3152",3152,1160,35,21,22,11.9665051598535
"3153",3153,455,73,17,28,18.6722083703468
"3154",3154,432,57,8,32,20.3282635285824
"3155",3155,763,71,4,22,17.1778577579216
"3156",3156,432,27,15,18,8.65784891407494
"3157",3157,851,89,25,31,25.9858023009368
"3158",3158,1181,56,11,15,17.4199566432834
"3159",3159,1110,61,6,14,17.6484909975461
"3160",3160,1151,40,2,22,11.3872771116376
"3161",3161,643,65,11,11,14.0169917250513
"3162",3162,946,67,9,18,4.34542309869151
"3163",3163,1021,71,4,11,16.6921480272706
"3164",3164,787,92,6,17,16.3768248385312
"3165",3165,652,35,3,23,0.778885036803316
"3166",3166,903,84,9,26,4.86190396157606
"3167",3167,1090,96,11,15,0.885348698763642
"3168",3168,563,52,2,24,23.0014140232357
"3169",3169,301,76,10,22,2.96731101583154
"3170",3170,1025,39,2,19,20.9775541706416
"3171",3171,1029,68,17,11,10.9967478555844
"3172",3172,839,86,22,10,10.4763596838554
"3173",3173,681,27,15,17,13.7703189972558
"3174",3174,1147,41,6,9,26.3730916578437
"3175",3175,979,67,5,21,16.7252896750597
"3176",3176,1009,81,22,17,2.99559673888073
"3177",3177,612,80,6,27,4.03673574813129
"3178",3178,699,53,10,21,18.5239013212025
"3179",3179,356,57,16,32,20.5505323424756
"3180",3180,1154,75,22,23,13.9918150956591
"3181",3181,380,33,25,18,3.13111250301683
