sim_number,oxcal_target,a_pass,targets,span,samples,errors,offset,offset_sd,model_run,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
7483,T6854,Pass,6854,96,3,20,-2.761285193,3.399150072,1,1,1,42.5,79,0,0
7484,T6996,Pass,6996,53,13,17,12.46487985,12.18669354,1,1,1,16.5,46,0,0
7485,T6936,Pass,6936,79,5,10,-31.72529154,3.889871823,1,0,0,31,49.5,17.5,7.5
7486,T6817,Pass,6817,49,12,11,-24.68017212,4.060717359,1,0,0,12,24,55.5,48
7487,T6821,Pass,6821,69,4,26,-45.18781679,15.3832595,1,0,0,40,88.5,70.5,47.5
7488,T6960,Pass,6960,43,5,12,-12.27870877,1.777089324,1,1,1,20.5,40.5,0,0
7489,T6958,Pass,6958,30,8,15,11.5393698,4.176414373,1,1,1,17,32,0,0
7490,T6808,Pass,6808,93,13,23,-1.987669407,13.94905332,1,1,1,13,27,0,0
7491,T6849,Pass,6849,98,9,24,26.71805455,21.20598217,1,0,0,15.5,47,34,2.5
7492,T6916,Pass,6916,56,23,16,-49.34385542,14.97137307,1,0,0,11,28,67.5,58
7493,T6989,Pass,6989,59,25,25,18.64955144,20.24301372,1,1,1,10.5,21,0,0
7494,T6977,Fail,6977,62,16,24,-7.129830169,23.86726802,1,0,1,13,27.5,4,0
7495,T6908,Pass,6908,65,18,20,13.10972206,2.513579226,1,1,1,11.5,22,0,0
7496,T6989,Pass,6989,37,17,15,35.45051443,5.069725682,1,0,0,16,33.5,62,53.5
7497,T6850,Pass,6850,67,17,13,-36.80668238,25.03782502,1,0,0,13,25,27,23.5
7498,T6831,Fail,6831,36,18,10,6.345646223,26.05924962,1,1,1,25,44.5,0,0
7499,T6815,Pass,6815,80,14,21,-41.06703554,2.521560767,1,0,0,11.5,35,75,41.5
7500,T6967,Pass,6967,76,22,18,-13.97766825,7.274433406,1,0,1,10.5,24,0.5,0
7501,T6894,Pass,6894,68,13,32,-7.369991438,7.08212272,1,1,1,21,44,0,0
7502,T6863,Pass,6863,37,14,11,30.41057989,14.11450673,1,0,0,13.5,33.5,44,29.5
7503,T6978,Pass,6978,60,23,23,24.0938874,19.4122184,1,0,1,10.5,23.5,5,0
7504,T6937,Pass,6937,88,23,29,-0.145200128,7.954932895,1,1,1,10,18,0,0
7505,T6982,Pass,6982,41,13,12,-19.75926233,23.74702755,1,0,0,8,18.5,8,3.5
7506,T6957,Pass,6957,54,24,18,-44.45851552,18.68402476,1,0,0,13.5,24.5,33.5,27.5
7507,T6875,Pass,6875,88,9,8,10.55798517,11.89158495,1,0,1,24,43,1.5,0
7508,T6903,Pass,6903,30,17,24,30.3251334,12.78521466,1,0,0,14.5,30.5,37,30.5
7509,T6949,Pass,6949,35,14,26,-24.58412533,2.030900011,1,0,1,23.5,57,23,0
7510,T6914,Pass,6914,90,20,28,-17.7963977,14.4632726,1,0,1,17,35,8.5,0
7511,T6841,Pass,6841,52,21,8,37.6895139,12.3043518,1,0,0,13,25,39.5,33.5
7512,T7000,Pass,7000,30,13,12,14.40517516,11.36123178,1,0,0,23,56,8,0.5
7513,T6806,Pass,6806,70,19,21,9.334606444,26.25652095,1,0,0,11,19,45.5,41.5
7514,T6995,Pass,6995,69,21,12,-41.66673978,12.80779166,1,0,0,10.5,20,42,36.5
7515,T6912,Pass,6912,93,24,12,0.443010079,1.261391147,1,1,1,10,16.5,0,0
7516,T6876,Pass,6876,47,25,21,-1.323804748,18.58634814,1,1,1,10,19,0,0
7517,T6919,Pass,6919,88,22,10,2.356199198,6.19649478,1,0,1,7,15.5,1,0
7518,T6903,Fail,6903,89,18,17,44.48106734,22.01793134,1,0,0,14,30.5,37.5,32.5
7519,T6969,Pass,6969,48,18,25,3.008360229,11.957071,1,1,1,13,28,0,0
7520,T6983,Pass,6983,78,19,26,17.7948999,7.248273024,1,1,1,16.5,49,0,0
7521,T6875,Pass,6875,62,6,13,4.730396322,25.62833689,1,1,1,20.5,37,0,0
7522,T6930,Pass,6930,95,19,15,-0.377741503,17.08292419,1,1,1,9.5,17,0,0
7523,T6935,Pass,6935,79,5,23,-24.52756264,6.817396102,1,0,1,26.5,51,10,0
7524,T6871,Pass,6871,30,2,14,39.89788217,18.00620291,1,0,0,26.5,74,47.5,27.5
7525,T6833,Pass,6833,48,17,23,-47.69231037,18.2372558,1,0,0,27.5,48.5,51.5,46.5
7526,T6857,Pass,6857,51,3,31,23.84048298,16.67404707,1,0,0,44.5,84,41,28.5
7527,T6882,Pass,6882,84,8,29,-1.917832042,12.862712,1,1,1,33,65,0,0
7528,T6982,Pass,6982,35,21,29,40.47664772,9.821742406,1,0,0,25.5,56,18.5,13.5
7529,T6993,Pass,6993,65,10,19,4.625064135,20.08743213,1,0,1,41.5,84.5,2,0
7530,T6810,Pass,6810,87,5,21,10.30489071,9.427288233,1,1,1,34.5,61,0,0
7531,T6829,Pass,6829,60,14,22,-17.18820233,4.803443459,1,1,1,19.5,43,0,0
7532,T6872,Pass,6872,34,15,18,22.96473712,19.53663969,1,0,0,18.5,54.5,14,8.5
7533,T6892,Pass,6892,83,14,25,23.01078495,19.09030682,1,0,1,13,43,22.5,0
7534,T6831,Pass,6831,26,9,27,-10.4949106,14.91141255,1,1,1,36.5,77,0,0
7535,T6830,Pass,6830,93,25,25,36.35389542,2.312384065,1,0,0,10,24.5,40.5,31.5
7536,T6913,Pass,6913,84,2,15,-7.79195358,20.6410194,1,1,1,34,75.5,0,0
7537,T6967,Pass,6967,40,23,18,24.31933193,15.33862479,1,0,0,10.5,23.5,18,11
7538,T6982,Pass,6982,35,19,23,-42.94550912,21.86251254,1,0,0,14,30.5,37.5,26
7539,T6836,Pass,6836,64,12,30,42.79487317,21.91324696,1,0,0,24.5,54.5,69,42.5
7540,T6837,Pass,6837,81,10,32,-7.690911181,4.610450753,1,1,1,26,65,0,0
7541,T6902,Pass,6902,71,16,16,34.68570092,19.65138331,1,0,0,17,35,29,15.5
7542,T6877,Pass,6877,54,9,21,25.74256628,19.59972746,1,1,1,31,56.5,0,0
7543,T6845,Pass,6845,80,23,13,-38.6629438,4.361563099,1,0,0,18.5,33.5,27.5,24.5
7544,T6999,Pass,6999,53,14,9,-35.374881,22.31980454,1,0,0,22.5,35,28.5,26.5
7545,T6987,Pass,6987,53,21,22,44.05294203,6.930387625,1,0,0,15.5,30.5,57.5,49
7546,T6935,Pass,6935,39,15,30,43.4413404,12.48527182,1,0,0,14,30,35,26.5
7547,T6971,Pass,6971,40,7,25,27.71209942,17.4302132,1,0,1,29,106,8.5,0
7548,T6940,Pass,6940,84,19,15,-42.22115513,20.14036682,1,0,0,9,15.5,47,44
7549,T6806,Fail,6806,50,7,19,25.35242538,15.27220098,1,1,1,21,57.5,0,0
7550,T6822,Pass,6822,93,3,26,47.92723153,5.382754731,1,0,0,36.5,80.5,36,30
7551,T6894,Pass,6894,41,9,20,-29.63215355,5.725923262,1,0,0,13,33.5,37.5,27.5
7552,T6996,Pass,6996,83,22,25,-18.45587085,20.31025012,1,0,1,17.5,38,9,0
7553,T6857,Pass,6857,53,3,11,-25.26570628,25.63245703,1,1,1,23,61.5,0,0
7554,T6919,Pass,6919,63,23,27,-29.77290943,21.82900957,1,0,0,14.5,25,46,41.5
7555,T6873,Pass,6873,86,23,25,-17.79504202,21.85911502,1,0,0,12.5,27.5,39,28
7556,T6858,Pass,6858,38,16,23,-44.86177801,5.208907634,1,0,0,23.5,54.5,38,33.5
7557,T6914,Pass,6914,98,23,27,32.04128216,21.53298403,1,0,0,9.5,18.5,18.5,14
7558,T6842,Pass,6842,47,5,15,6.149080908,1.211049555,1,0,1,33,57.5,11.5,0
7559,T6990,Pass,6990,41,17,19,18.49355723,1.859260621,1,0,1,11.5,33,3,0
7560,T6906,Pass,6906,29,14,32,-32.47808865,14.72622668,1,0,0,16.5,48.5,39,30.5
7561,T6867,Pass,6867,87,7,14,19.01535448,14.09355263,1,0,1,36.5,53.5,10.5,0
7562,T6802,Pass,6802,81,20,30,20.12641176,24.42769696,1,0,1,27,51,3,0
7563,T6815,Pass,6815,85,10,24,32.20979325,24.14644027,1,0,0,11,26.5,42.5,35
7564,T6834,Pass,6834,58,6,18,33.85520056,19.03271276,1,0,0,16,36.5,34.5,21.5
7565,T6935,Pass,6935,85,5,9,3.325309418,14.44980013,1,1,1,13,22,0,0
7566,T6896,Pass,6896,91,24,12,-9.77417829,3.639880772,1,1,1,15,26,0,0
7567,T6837,Pass,6837,86,15,12,1.157381176,5.5837931,1,1,1,11,22.5,0,0
7568,T6867,Pass,6867,53,6,32,30.94737236,16.67286805,1,0,0,17,45,44.5,31.5
7569,T6899,Pass,6899,89,18,31,29.83597335,22.14992282,1,0,0,23,46,19,3.5
7570,T6867,Pass,6867,61,17,10,-16.62477332,0.33482284,1,0,0,14,30.5,15,3
7571,T6882,Pass,6882,91,16,28,-2.101302613,20.69715496,1,1,1,19.5,42.5,0,0
7572,T6918,Pass,6918,72,16,30,-39.35155333,5.124392042,1,0,0,15,30,47,39
7573,T6980,Pass,6980,66,18,12,9.338701097,23.53807942,1,1,1,9.5,18,0,0
7574,T6944,Pass,6944,35,6,25,48.58462419,11.82792622,1,0,0,66,135,39.5,32
7575,T6819,Pass,6819,86,14,28,33.99699675,22.92950213,1,0,0,12.5,25.5,39,32
7576,T6997,Pass,6997,37,7,16,-39.65674704,19.30853464,1,0,0,15,31.5,14.5,8
7577,T6989,Pass,6989,77,22,25,15.66201462,17.73688807,1,0,1,23,50,1.5,0
7578,T6982,Pass,6982,75,14,12,29.84183431,14.86983349,1,0,0,35,65,11,8
7579,T6957,Pass,6957,28,21,20,-8.567779651,18.59896142,1,1,1,15.5,27,0,0
7580,T6901,Pass,6901,68,7,25,33.09793889,12.82098615,1,0,1,36,60,1.5,0
7581,T6983,Pass,6983,28,17,20,2.904634085,4.574235759,1,1,1,10.5,21,0,0
7582,T6893,Pass,6893,27,14,9,15.13921674,6.457819154,1,0,0,34.5,45.5,5,0.5
7583,T6818,Pass,6818,88,23,13,22.57395161,13.78721866,1,0,1,21.5,48.5,5,0
7584,T6820,Pass,6820,45,7,13,46.44939681,11.24343745,1,0,0,21.5,48,36.5,25.5
7585,T6954,Pass,6954,44,16,8,-13.63001263,14.03885841,1,0,1,12,27,2.5,0
7586,T6881,Pass,6881,100,12,13,-8.442472224,13.69095421,1,1,1,16,45.5,0,0
7587,T6849,Pass,6849,100,25,20,-23.97270836,10.62578763,1,0,0,17.5,37.5,19,6.5
7588,T6964,Pass,6964,55,21,10,45.42849683,2.883321361,1,0,0,14,43,25,19.5
7589,T6818,Pass,6818,55,8,25,10.70682551,25.08033353,1,0,1,32,70.5,2,0
7590,T6837,Pass,6837,92,20,23,18.70076978,0.570929,1,0,0,11,24.5,7.5,1
7591,T6860,Pass,6860,42,3,14,-41.89260674,20.56382035,1,0,0,41.5,82,26,13.5
7592,T6845,Pass,6845,88,2,27,35.00764174,7.556830569,1,1,1,57.5,115,0,0
7593,T6953,Pass,6953,78,12,15,15.93016258,4.736297788,1,0,1,14,26,0.5,0
7594,T6913,Pass,6913,53,13,13,0.131507707,18.08559392,1,1,1,14.5,26,0,0
7595,T6839,Pass,6839,82,3,30,25.3701254,7.233866454,1,1,1,71.5,95,0,0
7596,T6912,Pass,6912,71,18,27,47.82894698,12.53959306,1,0,0,16,30.5,39,32.5
7597,T6852,Pass,6852,49,16,11,28.00646059,10.52126319,1,0,0,18.5,33.5,41,34
7598,T6960,Pass,6960,34,17,31,-19.71313483,8.771903428,1,1,1,20.5,40,0,0
7599,T6874,Pass,6874,74,23,14,-10.72873822,18.04715939,1,0,0,12,29.5,27.5,19.5
7600,T6894,Fail,6894,67,16,15,-26.80903617,24.7344375,1,1,1,9,20,0,0
7601,T6984,Pass,6984,54,15,16,24.28055881,10.75900042,1,0,1,17,44,3.5,0
7602,T6903,Fail,6903,68,17,13,-40.37813023,22.78885227,1,0,0,8.5,18.5,45.5,40
7603,T6814,Pass,6814,80,14,15,10.98856672,6.094865843,1,1,1,20,47,0,0
7604,T6830,Pass,6830,88,25,10,3.062107298,11.99171985,1,1,1,9,17,0,0
7605,T6855,Pass,6855,42,16,12,9.902566182,9.044962648,1,0,1,15,28.5,2,0
7606,T6978,Pass,6978,99,13,23,-36.97517694,17.65695024,1,0,0,13.5,29,42,36
7607,T6837,Pass,6837,89,2,18,30.7152888,15.25547769,1,0,1,51,99.5,5,0
7608,T6928,Fail,6928,52,14,18,-37.03665303,17.70083842,1,0,0,10,16.5,51,47.5
7609,T6918,Pass,6918,59,23,32,13.27313588,20.84643255,1,1,1,20,37,0,0
7610,T6966,Pass,6966,75,14,24,-9.63709862,0.183807504,1,1,1,15,30.5,0,0
7611,T6816,Pass,6816,74,5,31,38.28122152,3.457917225,1,0,0,34,78,33.5,25
7612,T6904,Pass,6904,72,14,9,-34.67938604,5.132570517,1,0,0,12.5,24,42.5,36
7613,T6969,Pass,6969,31,14,29,6.982324691,11.5283317,1,1,1,20,39.5,0,0
7614,T6853,Pass,6853,49,23,13,25.58172492,0.238839566,1,0,0,16.5,33,31.5,25.5
7615,T6989,Pass,6989,33,20,10,1.41448197,18.90960384,1,1,1,6,15,0,0
7616,T6883,Pass,6883,95,6,22,-8.313443721,10.96188061,1,1,1,20.5,56,0,0
7617,T6880,Pass,6880,78,6,10,-10.37891523,26.27933972,1,1,1,15.5,52.5,0,0
7618,T6884,Pass,6884,95,8,26,-18.82234637,24.85981607,1,0,1,17.5,55,38.5,0
7619,T6833,Pass,6833,70,24,9,45.42440793,13.11581041,1,0,0,11,24.5,45.5,38
7620,T6843,Pass,6843,61,25,25,17.05524568,7.160912664,1,0,0,17,31,24.5,18.5
7621,T6894,Pass,6894,93,24,18,16.73206196,16.29979283,1,0,0,9.5,20,9,3
7622,T6885,Pass,6885,81,23,27,-43.84329186,18.4805897,1,0,0,8,20,48,42
7623,T6930,Pass,6930,65,14,26,-22.49105382,4.482477464,1,0,1,21.5,44.5,2.5,0
7624,T6828,Pass,6828,28,2,30,-8.611318353,6.430887888,1,0,1,55,135.5,31.5,0
7625,T6900,Pass,6900,62,25,28,-11.16777752,14.73681132,1,0,0,12,23,7.5,2
7626,T6878,Pass,6878,87,5,26,35.84548538,1.663774794,1,0,0,29.5,55.5,40.5,26.5
7627,T6994,Pass,6994,73,23,21,-19.78482818,22.12316568,1,1,1,10,21,0,0
7628,T6966,Pass,6966,36,3,26,2.123599034,5.456226103,1,1,1,35.5,82.5,0,0
7629,T6820,Fail,6820,57,12,13,34.47440234,26.14533502,1,0,0,25,38.5,31.5,28.5
7630,T6836,Pass,6836,99,19,13,31.96603379,21.08923909,1,0,0,13,24,39.5,33.5
7631,T6816,Pass,6816,27,6,31,16.03382274,2.473125576,1,0,0,41.5,93.5,23.5,13.5
7632,T6930,Fail,6930,47,4,9,-8.675369387,14.43988102,1,1,1,14.5,48,0,0
7633,T6994,Pass,6994,30,11,10,-35.79615026,12.2183763,1,0,0,12.5,27,20,15
7634,T6865,Pass,6865,58,6,30,-25.83147667,7.345859947,1,0,1,35.5,91,23.5,0
7635,T6876,Pass,6876,98,15,26,-26.07318824,5.936524358,1,0,0,15,27,36,31
7636,T6910,Pass,6910,52,11,30,-44.71220656,7.509454568,1,0,0,17,50.5,47.5,41.5
7637,T6898,Pass,6898,40,25,8,-12.61685232,6.664415716,1,0,1,13.5,33,0.5,0
7638,T6908,Pass,6908,62,8,31,-34.95846442,4.639951485,1,0,0,44.5,80.5,38.5,25
7639,T6844,Pass,6844,65,25,18,-5.652132304,25.44676934,1,1,1,12.5,29,0,0
7640,T6808,Pass,6808,56,5,19,4.690666916,25.37051524,1,1,1,32,63.5,0,0
7641,T6919,Pass,6919,100,24,31,-31.99197154,19.8149917,1,0,1,26,54,2,0
7642,T6919,Pass,6919,95,25,31,29.54262819,10.57429859,1,0,0,14,30,15.5,7
7643,T6949,Pass,6949,73,21,32,-20.98019687,8.87655436,1,1,1,15,27,0,0
7644,T6943,Pass,6943,64,5,19,-10.95586761,3.308360123,1,1,1,18,35.5,0,0
7645,T6944,Pass,6944,99,22,30,-3.723729542,11.36250101,1,0,1,16,30.5,1.5,0
7646,T6845,Pass,6845,31,10,13,-40.40737026,4.076136384,1,0,0,13.5,49.5,20.5,18
7647,T6961,Pass,6961,85,2,20,-49.05474095,4.815543081,1,0,0,40.5,106,63,37.5
7648,T6916,Pass,6916,81,5,23,-37.49233244,14.84220195,1,0,0,21,66.5,42,14
7649,T6911,Pass,6911,26,7,18,-32.37607935,5.70902246,1,0,0,17.5,41,40,29
7650,T6924,Fail,6924,27,25,13,6.76656994,26.23124417,1,0,1,10,20,1.5,0
7651,T6990,Pass,6990,91,25,13,-31.77249341,10.37437401,1,0,0,19,34.5,19,14
7652,T6806,Pass,6806,38,25,19,0.322275748,20.40156067,1,0,1,8,17.5,0.5,0
7653,T6842,Pass,6842,64,20,31,32.25959109,18.39742546,1,0,0,11,23,29.5,24
7654,T6803,Pass,6803,93,23,8,-0.917845336,14.835967,1,1,1,10,15.5,0,0
7655,T6895,Pass,6895,77,16,27,47.40238262,24.02634185,1,0,0,15,29.5,34,28.5
7656,T6944,Pass,6944,93,12,15,49.8044638,16.15256407,1,0,0,16.5,32,48.5,40.5
7657,T6957,Pass,6957,96,7,25,-22.38900587,20.64858088,1,1,1,20.5,49,0,0
7658,T6887,Pass,6887,65,14,26,-37.07757525,1.575381176,1,0,0,25,55,32.5,7.5
7659,T6915,Pass,6915,46,3,19,49.98839928,4.863886639,1,0,1,28,66,22,0
7660,T6918,Pass,6918,51,3,17,19.04442341,12.61096324,1,1,1,31.5,56,0,0
7661,T6912,Pass,6912,68,6,22,21.71637898,9.257186735,1,0,1,31,56.5,1,0
7662,T6849,Pass,6849,74,20,22,-8.855435415,17.51701864,1,1,1,9,18,0,0
7663,T6915,Pass,6915,66,2,29,4.037956498,26.08694942,1,0,1,54,153,29,0
7664,T6893,Pass,6893,69,5,8,-48.84156031,10.92120862,1,0,0,15,28.5,45.5,38.5
7665,T6857,Pass,6857,55,11,8,-10.35581413,8.498688958,1,0,1,10,24,0.5,0
7666,T6830,Pass,6830,43,18,8,-41.88778615,5.332995789,1,0,0,7.5,15,59.5,56.5
7667,T6805,Pass,6805,33,11,29,-44.13539714,1.055347384,1,0,0,13.5,25.5,47.5,41
7668,T6978,Pass,6978,54,13,30,24.45372578,10.72794311,1,0,0,36,74,10.5,4
7669,T6973,Pass,6973,77,6,26,23.7654706,21.65283882,1,1,1,17,42,0,0
7670,T6938,Pass,6938,74,21,20,7.874823245,16.13911441,1,0,1,11.5,24,1.5,0
7671,T6868,Pass,6868,39,4,25,31.79603934,17.00251601,1,0,1,31.5,77,22.5,0
7672,T6927,Pass,6927,27,13,16,-36.54071812,21.20255433,1,0,0,24,40.5,46,43
7673,T6916,Pass,6916,55,22,20,-3.913783818,2.981759115,1,1,1,10,20,0,0
7674,T6981,Pass,6981,90,5,21,40.78801516,26.19001848,1,0,1,38.5,75.5,12.5,0
7675,T6957,Pass,6957,32,11,24,-41.72474162,25.50775858,1,0,0,27.5,44.5,34,30.5
7676,T6902,Fail,6902,42,7,24,-26.75653584,17.22699721,1,0,0,15.5,57.5,42,32
7677,T6848,Pass,6848,61,13,13,7.316627447,14.71394138,1,0,1,9,19.5,0.5,0
7678,T6829,Pass,6829,29,17,27,-37.52070847,10.80330289,1,0,0,12.5,25.5,50,45
7679,T6910,Pass,6910,96,3,24,-8.612676687,14.27449685,1,1,1,40.5,86.5,0,0
7680,T6983,Pass,6983,51,8,25,-19.10234469,10.87696667,1,1,1,19.5,33,0,0
7681,T6889,Pass,6889,57,2,10,36.44520505,22.48937301,1,0,0,46,64,14,5
7682,T6849,Fail,6849,60,11,10,30.08980893,22.23933821,1,1,1,15,31.5,0,0
7683,T6953,Pass,6953,97,2,13,46.43380526,17.25053889,1,0,1,43.5,104.5,21,0
7684,T6961,Pass,6961,66,10,30,38.0088781,14.96113519,1,0,0,23.5,70,59,45.5
7685,T6821,Pass,6821,78,3,13,9.917094512,9.896973942,1,1,1,31,70.5,0,0
7686,T6927,Pass,6927,92,7,28,30.8662035,14.18220777,1,1,1,34.5,60,0,0
7687,T6990,Fail,6990,91,24,12,49.1196207,21.2602452,1,0,0,14.5,28.5,30.5,24.5
7688,T6950,Pass,6950,38,13,24,5.75789141,13.03704536,1,1,1,19,35,0,0
7689,T6891,Pass,6891,65,19,14,27.88429989,1.636417253,1,0,0,10.5,24,35,26
7690,T6881,Pass,6881,48,16,29,31.29652692,19.95784035,1,0,1,15,34.5,4.5,0
7691,T6955,Pass,6955,85,10,18,-18.20183017,23.96048911,1,1,1,15.5,29,0,0
7692,T6854,Pass,6854,39,20,15,-22.65432102,8.124419766,1,0,0,11.5,32,25.5,19.5
7693,T6896,Pass,6896,92,12,24,-7.96695326,5.622317294,1,0,1,17.5,52,24.5,0
7694,T6908,Pass,6908,69,12,11,-36.04710181,25.13862826,1,0,1,18.5,48,8,0
7695,T6801,Pass,6801,50,14,23,43.16631143,10.87612388,1,0,0,16,47.5,46.5,42
7696,T6946,Pass,6946,73,18,10,-17.48914621,9.985474169,1,0,1,10,19.5,4.5,0
7697,T6993,Pass,6993,96,22,18,26.53940027,11.60437188,1,0,0,16.5,33,9.5,3
7698,T6970,Pass,6970,50,11,23,-3.903649561,19.37180122,1,0,1,16.5,30.5,1.5,0
7699,T6878,Pass,6878,47,23,8,6.038034963,10.78990675,1,1,1,11.5,24,0,0
7700,T6843,Pass,6843,97,12,12,-0.978167052,15.25770505,1,1,1,21,35,0,0
7701,T6924,Pass,6924,93,13,31,-32.59020841,17.77260256,1,0,0,24,48,11.5,4
7702,T6884,Pass,6884,70,25,31,19.99849849,1.097765146,1,0,0,21.5,45,24,5.5
7703,T6939,Pass,6939,94,13,25,3.768095514,19.4012231,1,1,1,14.5,29.5,0,0
7704,T6896,Pass,6896,49,23,19,16.87083754,13.84922531,1,1,1,16,30,0,0
7705,T6858,Pass,6858,87,25,22,-18.44362328,19.31144169,1,1,1,9,17.5,0,0
7706,T6952,Pass,6952,70,17,15,-33.16754398,17.48496014,1,0,0,20.5,34.5,24.5,15.5
7707,T6944,Pass,6944,96,21,8,-17.388243,5.886048499,1,0,0,8.5,17,8,3.5
7708,T6862,Pass,6862,68,7,10,3.734533698,15.71487585,1,1,1,12,26,0,0
7709,T6868,Pass,6868,81,6,19,40.133354,21.79093214,1,0,1,29,56.5,1,0
7710,T6848,Pass,6848,54,7,17,-10.70515662,3.463254504,1,0,1,16.5,42.5,2.5,0
7711,T6935,Pass,6935,82,7,8,6.939045968,25.08053804,1,1,1,13.5,25,0,0
7712,T6881,Pass,6881,29,18,25,38.20742317,1.643512518,1,0,0,10,20,48.5,43.5
7713,T6861,Pass,6861,56,2,14,-28.24024069,23.52889617,1,0,1,54.5,90,5,0
7714,T6848,Pass,6848,46,5,28,-35.98502397,19.77417604,1,0,1,28,67,32.5,0
7715,T6811,Pass,6811,77,22,28,-38.08691802,19.00186878,1,0,0,11.5,21,44.5,40
7716,T6873,Pass,6873,67,20,21,1.813462516,17.30642812,1,1,1,15,26.5,0,0
7717,T6971,Fail,6971,92,8,17,-35.15360728,25.98727081,1,0,0,24,42,21.5,13.5
7718,T6869,Pass,6869,85,24,29,27.97598576,5.234863149,1,0,0,20.5,40.5,33.5,18
7719,T6851,Pass,6851,29,13,16,-46.64606452,12.88335111,1,0,0,10.5,19.5,31,26.5
7720,T6850,Pass,6850,84,22,16,1.68230522,15.48138438,1,1,1,17,41,0,0
7721,T6951,Pass,6951,95,15,27,31.43509363,11.52751137,1,0,1,16,31,6,0
7722,T6874,Pass,6874,66,2,9,-19.08624871,11.66545842,1,0,1,41,88.5,18.5,0
7723,T6991,Pass,6991,90,10,20,-1.866727322,3.202481628,1,1,1,22.5,65,0,0
7724,T6810,Pass,6810,75,7,15,-22.72444619,21.15743215,1,1,1,15.5,35.5,0,0
7725,T6883,Pass,6883,100,2,28,-42.46596012,1.270660061,1,0,0,51,116,88,36
7726,T6903,Pass,6903,84,15,9,24.75994392,13.27504378,1,0,0,16,33,21.5,8.5
7727,T6934,Pass,6934,25,15,21,-20.83558084,8.696568116,1,1,1,26.5,53,0,0
7728,T6806,Pass,6806,57,19,31,-31.58310335,24.69055298,1,0,0,10.5,21.5,51,45.5
7729,T6972,Pass,6972,48,4,12,5.125462054,9.587225667,1,1,1,19.5,37,0,0
7730,T6824,Pass,6824,59,2,17,42.01514868,2.183281755,1,0,0,44,98,24.5,8.5
7731,T6933,Pass,6933,33,11,13,9.709751979,22.16313819,1,1,1,10,20,0,0
7732,T6843,Fail,6843,33,23,27,-37.07075561,22.34658785,1,0,0,10,24.5,60.5,21
7733,T6836,Pass,6836,52,10,12,-29.22999475,15.46313801,1,0,0,13.5,35,57,47
7734,T6905,Pass,6905,90,2,21,13.89850867,11.55912982,1,1,1,53,107.5,0,0
7735,T6951,Pass,6951,44,17,16,8.821344073,5.752809365,1,0,1,15,28,3,0
7736,T6857,Pass,6857,82,9,16,-0.509721832,12.76139592,1,1,1,24.5,44,0,0
7737,T6882,Pass,6882,44,19,15,-15.68597779,13.72109175,1,0,1,9,20.5,3,0
7738,T6825,Pass,6825,96,21,23,-49.91702002,3.922101898,1,0,0,13.5,26.5,82,73.5
7739,T6873,Pass,6873,99,8,28,47.00088641,17.62718884,1,0,0,21,47,45.5,37
7740,T6978,Pass,6978,30,15,9,-45.63132587,6.181089902,1,0,0,16.5,28.5,40.5,35.5
7741,T6839,Pass,6839,40,14,31,5.461408757,17.46075188,1,0,1,20,46.5,7,0
7742,T6960,Pass,6960,72,17,20,-9.482603031,11.79345204,1,1,1,15.5,29,0,0
7743,T6902,Pass,6902,86,16,18,44.9876155,9.801204649,1,0,0,12.5,25,45,39.5
7744,T6887,Pass,6887,38,4,23,41.42065423,5.671522622,1,0,0,30,63.5,47.5,24
7745,T6990,Fail,6990,97,16,28,34.90790518,1.938974841,1,0,1,32.5,61.5,5,0
7746,T6803,Pass,6803,88,4,19,-6.404375704,26.21348425,1,1,1,15,47,0,0
7747,T6859,Pass,6859,87,18,16,2.449440514,20.61705383,1,1,1,14.5,42.5,0,0
7748,T7000,Pass,7000,61,7,28,-35.04291726,19.76507997,1,0,0,25,53.5,50.5,25.5
7749,T6830,Pass,6830,95,19,14,33.98572826,1.197935819,1,0,0,12,25.5,37,28.5
7750,T6876,Pass,6876,56,18,11,10.99653437,4.101088865,1,0,1,10.5,22,1,0
7751,T6856,Pass,6856,95,7,19,19.17457732,16.10372848,1,1,1,11,23.5,0,0
7752,T6803,Pass,6803,52,25,24,14.64228935,15.02506062,1,1,1,11.5,37.5,0,0
7753,T6941,Pass,6941,48,2,15,-0.210385048,18.88731942,1,0,0,43,93,45.5,6.5
7754,T6996,Pass,6996,76,11,24,-46.32117504,25.25331288,1,0,0,19.5,41,40.5,23
7755,T6990,Pass,6990,91,11,13,-46.35691156,10.14069775,1,0,0,14.5,24.5,56.5,51.5
7756,T6873,Pass,6873,91,5,17,40.64606121,6.185899776,1,0,0,20,40.5,32,22
7757,T6943,Pass,6943,59,20,16,-16.48960193,26.05178931,1,0,0,10.5,21,29.5,23.5
7758,T6963,Pass,6963,89,7,26,15.74907736,13.91573454,1,0,1,26.5,77,5,0
7759,T6967,Pass,6967,100,23,21,41.53427552,14.92291588,1,0,0,18.5,42,23,17.5
7760,T6994,Pass,6994,29,13,15,8.532812912,12.16747065,1,0,1,18,53.5,3,0
7761,T6932,Pass,6932,43,9,26,-40.15520657,19.92399952,1,0,0,14.5,30.5,49,41.5
7762,T6910,Pass,6910,56,7,19,-20.41881441,15.37770413,1,1,1,18.5,38,0,0
